vehicle_id,date,seg_id,road_id,direction
63,2024-06-17,1,A0008,B2-1
63,2024-06-19,0,A0008,C
63,2024-06-19,1,A0008,A3-2
64,2024-06-19,0,A0003,B3-1
65,2024-06-19,0,A0003,A1-1
65,2024-06-21,0,A0003,A1-1
66,2024-06-19,0,A0003,A1-1
67,2024-06-19,0,A0008,A1-2
68,2024-06-17,0,A0003,A1-2
68,2024-06-18,0,A0003,A1-2
68,2024-06-19,0,A0003,A1-2
68,2024-06-20,0,A0003,A1-2
69,2024-06-17,0,A0003,A1-1
69,2024-06-18,0,A0003,A1-1
69,2024-06-19,0,A0003,A1-1
69,2024-06-21,0,A0003,A1-1
70,2024-06-19,0,A0003,C
71,2024-06-18,0,A0003,B3-1
71,2024-06-19,0,A0003,C
71,2024-06-19,1,A0003,A1-2
71,2024-06-21,0,A0003,A1-2
72,2024-06-17,0,A0003,A3-2
72,2024-06-18,0,A0003,A3-2
72,2024-06-19,0,A0003,A3-2
72,2024-06-20,0,A0003,A3-2
73,2024-06-17,0,A0008,A1-2
73,2024-06-18,0,A0008,A1-2
73,2024-06-19,0,A0008,A1-2
73,2024-06-21,0,A0008,A1-2
74,2024-06-19,0,A0003,B2-1
75,2024-06-19,0,A0008,A3-1
76,2024-06-18,0,A0008,B1-2
76,2024-06-19,0,A0008,B1-2
76,2024-06-21,0,A0008,B1-2
77,2024-06-18,0,A0003,A1-1
77,2024-06-19,0,A0003,A1-1
77,2024-06-20,0,A0003,A1-1
77,2024-06-21,0,A0003,A1-1
78,2024-06-19,0,A0008,A3-2
78,2024-06-21,0,A0008,B3-2
79,2024-06-19,0,A0008,C
80,2024-06-19,0,A0008,A2-2
81,2024-06-19,0,A0008,C
82,2024-06-19,0,A0003,A1-2
83,2024-06-19,0,A0003,A1-1
84,2024-06-19,0,A0003,A1-2
85,2024-06-19,0,A0003,B3-1
86,2024-06-19,0,A0003,A1-1
87,2024-06-19,0,A0003,A1-2
87,2024-06-19,1,A0003,B2-1
87,2024-06-20,0,A0003,B3-1
87,2024-06-21,0,A0003,B3-1
88,2024-06-19,1,A0008,B2-2
89,2024-06-19,0,A0003,A1-2
91,2024-06-17,0,A0003,A1-2
91,2024-06-18,0,A0003,A1-2
91,2024-06-19,0,A0003,A1-2
92,2024-06-19,0,A0008,A3-1
93,2024-06-19,0,A0003,A1-2
93,2024-06-19,1,A0003,A1-1
94,2024-06-19,0,A0003,B1-2
94,2024-06-19,2,A0003,B1-1
94,2024-06-21,0,A0003,A2-1
94,2024-06-21,2,A0003,B3-1
95,2024-06-17,0,A0008,C
95,2024-06-19,0,A0008,B1-1
95,2024-06-20,0,A0008,A3-1
95,2024-06-21,0,A0008,B1-1
96,2024-06-19,0,A0008,B1-2
97,2024-06-19,0,A0008,B1-1
98,2024-06-19,0,A0008,B1-2
99,2024-06-19,0,A0008,B2-1
100,2024-06-17,0,A0008,B1-1
100,2024-06-18,0,A0008,B1-1
100,2024-06-19,0,A0008,B1-1
101,2024-06-19,0,A0003,B2-1
102,2024-06-19,0,A0008,B1-2
102,2024-06-19,1,A0008,B1-1
103,2024-06-19,0,A0003,A1-1
104,2024-06-19,0,A0003,A1-1
105,2024-06-17,0,A0003,A2-1
105,2024-06-18,0,A0003,A2-1
105,2024-06-19,0,A0003,A2-1
106,2024-06-19,0,A0008,C
106,2024-06-19,1,A0008,C
107,2024-06-17,0,A0003,A1-1
107,2024-06-18,0,A0003,A1-1
107,2024-06-19,0,A0003,A1-1
107,2024-06-20,0,A0003,A1-1
107,2024-06-21,0,A0003,A1-1
109,2024-06-19,0,A0003,A1-2
110,2024-06-17,0,A0008,B1-2
110,2024-06-19,0,A0008,A3-1
111,2024-06-19,0,A0003,A3-2
112,2024-06-17,0,A0008,B1-2
112,2024-06-19,0,A0008,B1-2
112,2024-06-20,0,A0008,B1-2
113,2024-06-19,0,A0003,A1-2
114,2024-06-19,0,A0008,B1-2
115,2024-06-19,0,A0003,A2-1
115,2024-06-19,2,A0003,B1-1
117,2024-06-19,0,A0003,A1-1
118,2024-06-19,0,A0003,A2-1
119,2024-06-17,0,A0003,A1-2
119,2024-06-18,0,A0003,A1-2
119,2024-06-19,0,A0003,A1-2
119,2024-06-21,0,A0003,A1-2
120,2024-06-17,0,A0003,A1-1
120,2024-06-19,0,A0003,A1-1
120,2024-06-20,0,A0003,A1-1
120,2024-06-21,0,A0003,A1-1
121,2024-06-19,0,A0003,A1-1
122,2024-06-19,0,A0003,A1-2
123,2024-06-19,0,A0008,A1-1
124,2024-06-19,0,A0003,A1-2
125,2024-06-19,0,A0008,A2-2
125,2024-06-20,0,A0008,A2-2
126,2024-06-19,0,A0003,A3-2
126,2024-06-19,1,A0003,A1-1
126,2024-06-19,2,A0003,B3-1
127,2024-06-19,0,A0008,A1-1
127,2024-06-19,1,A0008,B2-2
128,2024-06-19,0,A0003,B3-1
129,2024-06-19,0,A0008,C
130,2024-06-19,0,A0003,A1-2
131,2024-06-19,0,A0003,A2-1
132,2024-06-17,0,A0008,B1-1
132,2024-06-19,0,A0008,B1-1
133,2024-06-17,0,A0003,A1-2
133,2024-06-18,0,A0003,A1-2
133,2024-06-19,0,A0003,A1-2
133,2024-06-20,0,A0003,A1-2
133,2024-06-21,0,A0003,A1-2
134,2024-06-19,0,A0003,A1-1
135,2024-06-18,0,A0008,B1-2
135,2024-06-19,0,A0008,B1-2
136,2024-06-19,0,A0003,C
136,2024-06-20,0,A0003,C
137,2024-06-18,0,A0008,B1-1
137,2024-06-18,1,A0008,B2-2
137,2024-06-18,3,A0008,B1-1
137,2024-06-18,4,A0008,A3-1
137,2024-06-19,0,A0008,A3-1
137,2024-06-19,1,A0008,A2-1
137,2024-06-20,0,A0008,B1-1
138,2024-06-19,0,A0008,A1-1
139,2024-06-17,0,A0003,A1-1
139,2024-06-18,0,A0003,A1-1
139,2024-06-19,0,A0003,A1-1
140,2024-06-18,0,A0008,B1-1
140,2024-06-19,0,A0008,B1-1
140,2024-06-20,0,A0008,B1-1
140,2024-06-21,0,A0008,B1-1
141,2024-06-19,0,A0008,A1-1
142,2024-06-19,0,A0008,A3-1
143,2024-06-18,0,A0003,B1-1
143,2024-06-19,0,A0003,B1-1
143,2024-06-20,0,A0003,B1-1
143,2024-06-21,0,A0003,B1-1
144,2024-06-18,0,A0003,C
144,2024-06-19,0,A0003,C
145,2024-06-19,0,A0008,B2-2
146,2024-06-17,0,A0003,A1-2
146,2024-06-19,0,A0003,A1-2
147,2024-06-19,0,A0008,B1-2
148,2024-06-19,0,A0003,A2-1
149,2024-06-19,0,A0008,B2-1
150,2024-06-19,0,A0003,B3-1
151,2024-06-19,0,A0003,A3-2
151,2024-06-20,0,A0003,A3-2
151,2024-06-21,0,A0003,A3-2
152,2024-06-17,0,A0003,A3-2
152,2024-06-19,0,A0003,A3-2
153,2024-06-19,0,A0003,A1-2
154,2024-06-17,0,A0003,A1-1
154,2024-06-18,0,A0003,A1-1
154,2024-06-19,0,A0003,A1-1
154,2024-06-20,0,A0003,A1-1
155,2024-06-17,0,A0008,A2-2
155,2024-06-19,0,A0008,A2-2
156,2024-06-19,0,A0003,A1-1
157,2024-06-19,0,A0003,A1-2
157,2024-06-19,1,A0003,B2-1
158,2024-06-17,0,A0003,A1-2
158,2024-06-18,0,A0003,A1-2
158,2024-06-19,0,A0003,A1-2
158,2024-06-20,0,A0003,A1-2
159,2024-06-19,0,A0003,A1-1
160,2024-06-17,0,A0008,B1-1
160,2024-06-18,0,A0008,B1-1
160,2024-06-19,0,A0008,B1-1
161,2024-06-19,0,A0003,C
162,2024-06-19,0,A0008,A1-2
162,2024-06-19,2,A0008,A1-1
163,2024-06-17,0,A0008,C
163,2024-06-18,0,A0008,A3-2
163,2024-06-19,0,A0008,A3-2
163,2024-06-21,0,A0008,C
163,2024-06-21,1,A0008,C
164,2024-06-19,0,A0003,A1-1
165,2024-06-18,0,A0008,A3-1
165,2024-06-19,0,A0008,A2-1
166,2024-06-17,0,A0003,A2-1
166,2024-06-18,0,A0003,B1-2
166,2024-06-19,0,A0003,A2-1
166,2024-06-20,0,A0003,A2-1
166,2024-06-21,0,A0003,A2-1
167,2024-06-18,0,A0003,B1-1
167,2024-06-19,0,A0003,B1-1
167,2024-06-20,0,A0003,B1-1
168,2024-06-19,0,A0008,B1-1
169,2024-06-17,0,A0003,C
169,2024-06-19,0,A0003,C
169,2024-06-20,0,A0003,C
169,2024-06-21,0,A0003,C
169,2024-06-21,2,A0003,B3-1
170,2024-06-19,0,A0008,B1-2
170,2024-06-19,1,A0008,B1-1
171,2024-06-17,0,A0003,B1-1
171,2024-06-19,0,A0003,B1-1
172,2024-06-19,0,A0008,A1-1
172,2024-06-19,2,A0008,A1-2
173,2024-06-19,0,A0003,A3-2
173,2024-06-19,1,A0003,A1-1
174,2024-06-19,0,A0003,A2-1
174,2024-06-19,2,A0003,B3-1
175,2024-06-19,0,A0003,B3-1
176,2024-06-19,0,A0003,A1-1
177,2024-06-17,0,A0008,B1-2
177,2024-06-19,0,A0008,B2-2
177,2024-06-20,0,A0008,C
177,2024-06-20,1,A0008,C
178,2024-06-19,0,A0003,B2-1
179,2024-06-19,0,A0003,A1-2
180,2024-06-19,0,A0008,B1-1
181,2024-06-19,0,A0008,C
182,2024-06-19,0,A0003,A1-1
182,2024-06-20,0,A0003,A1-1
183,2024-06-17,0,A0008,C
183,2024-06-19,0,A0008,B1-1
184,2024-06-18,0,A0008,A1-2
184,2024-06-19,0,A0008,A1-2
184,2024-06-20,0,A0008,A1-2
184,2024-06-21,0,A0008,A1-2
185,2024-06-19,0,A0008,B2-1
186,2024-06-17,0,A0008,B1-2
186,2024-06-18,0,A0008,B1-2
186,2024-06-19,0,A0008,B1-2
187,2024-06-19,0,A0008,A3-2
187,2024-06-19,1,A0008,B3-2
188,2024-06-19,0,A0008,C
189,2024-06-17,0,A0003,A3-2
189,2024-06-18,0,A0003,A3-2
189,2024-06-19,0,A0003,A3-2
190,2024-06-19,0,A0003,B1-1
191,2024-06-19,0,A0003,A2-1
192,2024-06-19,0,A0003,A1-1
192,2024-06-21,0,A0003,A1-1
193,2024-06-19,0,A0003,A1-1
194,2024-06-18,0,A0003,B1-1
194,2024-06-19,0,A0003,B1-1
194,2024-06-21,0,A0003,B1-1
195,2024-06-19,0,A0008,B2-1
196,2024-06-19,0,A0003,A1-1
197,2024-06-17,1,A0008,B2-1
197,2024-06-18,1,A0008,B2-1
197,2024-06-19,2,A0008,B2-1
197,2024-06-20,0,A0008,B1-1
197,2024-06-21,0,A0008,A1-2
197,2024-06-21,1,A0008,B2-1
198,2024-06-19,0,A0003,A1-1
199,2024-06-18,0,A0003,A1-1
199,2024-06-19,0,A0003,A1-1
200,2024-06-19,0,A0008,B1-1
200,2024-06-21,0,A0008,B1-1
201,2024-06-19,0,A0008,B1-2
201,2024-06-20,0,A0008,B1-2
202,2024-06-17,0,A0003,B3-2
202,2024-06-19,0,A0003,A2-2
202,2024-06-19,2,A0003,B3-2
203,2024-06-19,0,A0008,A1-2
203,2024-06-20,0,A0008,A1-2
203,2024-06-21,0,A0008,A1-2
204,2024-06-17,0,A0008,B1-2
204,2024-06-18,0,A0008,B1-2
204,2024-06-19,0,A0008,A2-1
204,2024-06-20,0,A0008,A2-1
204,2024-06-21,0,A0008,A2-1
205,2024-06-19,0,A0003,A1-1
206,2024-06-19,0,A0008,B2-2
206,2024-06-19,1,A0008,A3-1
207,2024-06-18,0,A0008,C
207,2024-06-19,0,A0008,B2-2
207,2024-06-20,1,A0008,B1-2
208,2024-06-19,0,A0008,B1-1
209,2024-06-19,0,A0003,A2-1
210,2024-06-19,0,A0008,B1-1
211,2024-06-19,0,A0003,A1-2
212,2024-06-17,0,A0003,B2-1
212,2024-06-19,0,A0003,A3-2
212,2024-06-20,0,A0003,A3-2
213,2024-06-19,0,A0003,A1-1
214,2024-06-19,0,A0003,B2-2
215,2024-06-18,0,A0003,B3-1
215,2024-06-19,0,A0003,A1-2
215,2024-06-19,1,A0003,A1-1
216,2024-06-19,0,A0008,A2-2
216,2024-06-19,1,A0008,B2-1
216,2024-06-20,0,A0008,A3-2
216,2024-06-20,1,A0008,C
216,2024-06-20,2,A0008,B3-2
217,2024-06-17,0,A0003,C
217,2024-06-17,1,A0003,C
217,2024-06-19,0,A0003,A3-1
217,2024-06-19,1,A0003,B3-1
218,2024-06-19,0,A0003,A1-2
219,2024-06-17,0,A0003,A1-2
219,2024-06-18,0,A0003,A1-2
219,2024-06-19,0,A0003,A1-2
219,2024-06-21,0,A0003,A1-2
220,2024-06-17,0,A0008,A1-2
220,2024-06-18,0,A0008,A1-2
220,2024-06-19,0,A0008,A1-2
220,2024-06-20,0,A0008,A1-2
220,2024-06-21,0,A0008,A1-2
221,2024-06-19,0,A0003,A1-2
222,2024-06-19,0,A0008,B3-1
223,2024-06-19,0,A0003,C
224,2024-06-19,0,A0003,A3-2
225,2024-06-17,0,A0008,A3-2
225,2024-06-18,0,A0008,A3-2
225,2024-06-19,0,A0008,A3-2
225,2024-06-20,0,A0008,A3-2
225,2024-06-21,0,A0008,A3-2
226,2024-06-19,0,A0003,A1-2
226,2024-06-19,1,A0003,A1-1
227,2024-06-17,0,A0008,A3-1
227,2024-06-19,0,A0008,A1-1
229,2024-06-19,0,A0008,B3-1
230,2024-06-19,0,A0008,A3-2
231,2024-06-17,0,A0008,B1-2
231,2024-06-19,0,A0008,B3-2
231,2024-06-19,1,A0008,A2-2
231,2024-06-20,0,A0008,B3-2
232,2024-06-19,0,A0008,B2-1
233,2024-06-19,0,A0003,A1-1
233,2024-06-20,0,A0003,A3-2
234,2024-06-19,0,A0008,B1-1
235,2024-06-19,0,A0003,A1-2
236,2024-06-19,0,A0003,A1-1
237,2024-06-18,0,A0003,A1-2
237,2024-06-19,0,A0003,A1-2
237,2024-06-20,0,A0003,A1-2
238,2024-06-19,0,A0008,B1-1
238,2024-06-21,0,A0008,C
239,2024-06-19,0,A0008,A2-1
239,2024-06-19,2,A0008,B1-2
239,2024-06-19,3,A0008,B1-1
240,2024-06-19,0,A0003,A1-2
241,2024-06-17,0,A0003,B1-1
241,2024-06-19,0,A0003,B1-1
241,2024-06-20,0,A0003,B1-1
242,2024-06-19,0,A0008,A1-2
243,2024-06-19,0,A0008,B1-1
243,2024-06-20,0,A0008,B1-1
243,2024-06-21,0,A0008,B1-1
244,2024-06-19,0,A0008,A1-2
244,2024-06-20,0,A0008,A1-2
245,2024-06-19,0,A0008,B1-1
246,2024-06-19,0,A0003,A1-2
247,2024-06-19,0,A0008,C
248,2024-06-17,0,A0003,B2-1
248,2024-06-19,0,A0003,B2-1
248,2024-06-20,0,A0003,B2-1
248,2024-06-21,0,A0003,B2-1
249,2024-06-19,0,A0003,B2-1
250,2024-06-19,0,A0008,B2-1
251,2024-06-19,0,A0003,A1-1
252,2024-06-19,0,A0003,U
253,2024-06-19,0,A0008,B1-2
254,2024-06-19,0,A0003,A1-1
255,2024-06-19,0,A0008,B1-2
256,2024-06-18,0,A0003,A1-2
256,2024-06-19,0,A0003,A1-2
256,2024-06-20,0,A0003,A1-2
256,2024-06-21,0,A0003,A2-2
258,2024-06-19,0,A0003,A1-1
259,2024-06-19,0,A0003,A2-1
259,2024-06-19,1,A0003,A1-2
260,2024-06-19,0,A0008,B2-2
261,2024-06-19,0,A0003,A1-2
262,2024-06-19,0,A0003,A2-1
263,2024-06-19,0,A0008,A2-1
264,2024-06-17,0,A0008,B2-1
264,2024-06-18,0,A0008,B2-1
264,2024-06-19,0,A0008,B2-1
264,2024-06-19,1,A0008,C
264,2024-06-20,0,A0008,B2-1
265,2024-06-19,0,A0008,A1-2
266,2024-06-19,0,A0003,A1-2
266,2024-06-19,1,A0003,A1-1
267,2024-06-19,0,A0003,A1-2
268,2024-06-19,0,A0003,A2-1
269,2024-06-17,0,A0003,B2-1
269,2024-06-18,0,A0003,B2-1
269,2024-06-19,0,A0003,B2-1
269,2024-06-20,0,A0003,B2-1
269,2024-06-21,0,A0003,B2-1
270,2024-06-19,0,A0008,B1-2
270,2024-06-20,0,A0008,B1-2
271,2024-06-19,0,A0008,B1-1
271,2024-06-19,1,A0008,C
272,2024-06-19,0,A0003,A1-1
273,2024-06-19,0,A0003,A1-2
274,2024-06-18,0,A0008,B1-2
274,2024-06-19,0,A0008,B1-2
274,2024-06-20,0,A0008,B1-2
274,2024-06-21,0,A0008,B1-2
275,2024-06-19,0,A0003,A1-2
276,2024-06-21,0,A0003,C
276,2024-06-21,1,A0003,B3-1
277,2024-06-19,0,A0003,A3-2
278,2024-06-19,0,A0008,A2-2
279,2024-06-19,0,A0008,A1-2
279,2024-06-19,1,A0008,A3-1
280,2024-06-19,0,A0003,B3-1
281,2024-06-17,0,A0008,B1-2
281,2024-06-17,2,A0008,B1-1
281,2024-06-18,0,A0008,B1-2
281,2024-06-18,2,A0008,B1-1
281,2024-06-19,0,A0008,B1-2
281,2024-06-19,2,A0008,B1-1
281,2024-06-20,0,A0008,B1-2
281,2024-06-21,0,A0008,B1-2
282,2024-06-19,0,A0008,B1-1
282,2024-06-19,1,A0008,B1-2
283,2024-06-19,0,A0008,A1-2
284,2024-06-17,0,A0008,B2-1
284,2024-06-18,0,A0008,A3-2
284,2024-06-19,0,A0008,B2-1
284,2024-06-20,0,A0008,B2-1
284,2024-06-21,0,A0008,B2-1
285,2024-06-19,0,A0003,A1-2
286,2024-06-17,0,A0008,A1-2
286,2024-06-19,0,A0008,B1-1
286,2024-06-21,0,A0008,A2-2
287,2024-06-19,0,A0003,B2-2
287,2024-06-19,1,A0003,A2-2
287,2024-06-19,2,A0003,A1-1
287,2024-06-20,0,A0003,B2-1
288,2024-06-19,0,A0003,A1-1
289,2024-06-19,0,A0008,B3-1
290,2024-06-18,0,A0003,A3-2
290,2024-06-19,0,A0003,A3-2
290,2024-06-20,0,A0003,A3-2
291,2024-06-19,0,A0008,A1-2
292,2024-06-19,0,A0003,A1-1
293,2024-06-17,0,A0003,A2-2
293,2024-06-18,0,A0003,A2-2
293,2024-06-19,0,A0003,A2-2
293,2024-06-21,0,A0003,A2-2
294,2024-06-17,0,A0003,A2-1
294,2024-06-18,0,A0003,A2-1
294,2024-06-19,0,A0003,A2-1
294,2024-06-20,0,A0003,A2-1
294,2024-06-21,0,A0003,A2-1
295,2024-06-19,0,A0008,B1-2
295,2024-06-20,0,A0008,B1-1
295,2024-06-20,1,A0008,C
296,2024-06-19,0,A0003,A1-1
296,2024-06-19,1,A0003,B3-1
297,2024-06-19,0,A0008,A1-2
297,2024-06-20,0,A0003,A1-2
297,2024-06-20,0,A0008,C
298,2024-06-17,0,A0008,B2-1
298,2024-06-19,0,A0008,B2-1
298,2024-06-19,1,A0008,A3-2
299,2024-06-19,0,A0008,A1-2
300,2024-06-19,0,A0003,A3-2
300,2024-06-20,0,A0003,B2-1
301,2024-06-18,0,A0003,A1-2
301,2024-06-19,0,A0003,A1-2
301,2024-06-20,0,A0003,A1-2
301,2024-06-21,0,A0003,A1-2
302,2024-06-19,0,A0003,A1-1
303,2024-06-19,0,A0008,B1-1
304,2024-06-19,0,A0003,A1-2
305,2024-06-19,0,A0008,B1-2
305,2024-06-21,0,A0008,B1-2
306,2024-06-17,0,A0003,B1-1
306,2024-06-18,0,A0003,B1-1
306,2024-06-19,0,A0003,B1-1
306,2024-06-20,0,A0003,B1-1
306,2024-06-21,0,A0003,B1-1
307,2024-06-19,0,A0003,A3-2
307,2024-06-20,0,A0003,A3-2
308,2024-06-17,0,A0008,A3-2
308,2024-06-18,0,A0008,A3-2
308,2024-06-19,0,A0008,A3-2
308,2024-06-20,0,A0008,A3-2
308,2024-06-21,0,A0008,A3-2
309,2024-06-19,0,A0003,A1-1
310,2024-06-19,0,A0008,A1-1
310,2024-06-20,0,A0003,A1-2
311,2024-06-19,0,A0003,B2-1
311,2024-06-20,0,A0003,B2-1
312,2024-06-17,0,A0003,B2-1
312,2024-06-18,0,A0003,B2-1
312,2024-06-19,0,A0003,B2-1
313,2024-06-17,0,A0003,A1-2
313,2024-06-19,0,A0003,A1-2
314,2024-06-19,0,A0003,A1-2
315,2024-06-19,0,A0008,B1-2
316,2024-06-17,0,A0003,B2-1
316,2024-06-19,0,A0003,B2-1
316,2024-06-21,0,A0003,B2-1
317,2024-06-19,0,A0008,B2-1
318,2024-06-17,0,A0003,A1-1
318,2024-06-18,0,A0003,A1-1
318,2024-06-19,0,A0003,A1-1
319,2024-06-19,0,A0008,A1-2
319,2024-06-19,2,A0008,A1-1
320,2024-06-19,0,A0003,A1-2
321,2024-06-19,1,A0003,C
321,2024-06-19,2,A0003,B3-1
322,2024-06-19,0,A0003,A1-1
323,2024-06-19,0,A0003,A1-2
324,2024-06-19,0,A0008,A3-1
325,2024-06-19,0,A0008,B1-2
326,2024-06-19,0,A0008,A3-2
327,2024-06-18,0,A0003,A1-1
327,2024-06-19,0,A0003,A1-1
327,2024-06-20,0,A0003,A1-1
328,2024-06-19,0,A0003,A1-1
329,2024-06-17,0,A0008,A1-2
329,2024-06-18,0,A0008,A1-2
329,2024-06-19,0,A0008,A1-2
329,2024-06-20,0,A0008,A1-2
330,2024-06-19,0,A0008,B1-2
330,2024-06-21,0,A0008,B1-2
331,2024-06-19,0,A0003,A1-1
332,2024-06-18,0,A0003,B3-2
332,2024-06-19,0,A0003,B3-1
333,2024-06-19,0,A0003,A2-1
334,2024-06-19,1,A0008,A3-2
335,2024-06-19,0,A0003,A1-1
336,2024-06-19,0,A0003,B2-1
337,2024-06-19,0,A0008,A2-1
338,2024-06-19,0,A0003,A1-2
338,2024-06-19,2,A0003,A1-1
339,2024-06-19,0,A0008,B1-1
339,2024-06-19,1,A0008,A3-1
340,2024-06-17,0,A0003,A1-1
340,2024-06-18,0,A0003,A1-1
340,2024-06-19,0,A0003,A1-1
340,2024-06-20,0,A0003,A1-1
340,2024-06-21,0,A0003,A1-1
341,2024-06-17,0,A0008,A1-2
341,2024-06-18,0,A0008,A1-2
341,2024-06-19,0,A0008,A1-2
341,2024-06-20,0,A0008,A1-2
341,2024-06-21,0,A0008,A1-2
342,2024-06-19,0,A0003,A1-2
342,2024-06-20,0,A0003,A2-1
342,2024-06-21,0,A0003,A1-2
343,2024-06-17,0,A0003,A1-1
343,2024-06-18,0,A0003,A1-1
343,2024-06-19,0,A0003,A1-1
343,2024-06-20,0,A0003,A1-1
344,2024-06-19,0,A0003,A2-1
