vehicle_id,seg_id,collectiontime,date,time_stamp,road_id,longitude,latitude,speed,acceleratorpedal,brakestatus,gearnum,havebrake,havedriver
2,0,1718700804000,2024-06-18,16:53:24,A0008,123.180733,32.328156,40.0,0,1,14,1,0
2,0,1718700805000,2024-06-18,16:53:25,A0008,123.180771,32.328066,38.0,0,2,14,1,0
2,0,1718700806000,2024-06-18,16:53:26,A0008,123.180809,32.327983,35.0,0,4,14,1,0
2,0,1718700807000,2024-06-18,16:53:27,A0008,123.180848,32.327902,32.0,0,0,14,0,0
2,0,1718700808000,2024-06-18,16:53:28,A0008,123.180878,32.32783000000001,30.0,0,2,14,1,0
2,0,1718700809000,2024-06-18,16:53:29,A0008,123.180909,32.327760999999995,27.0,0,1,14,1,0
2,0,1718700810000,2024-06-18,16:53:30,A0008,123.180924,32.3277,25.0,0,1,14,1,0
2,0,1718700811000,2024-06-18,16:53:31,A0008,123.180954,32.327643,22.0,0,4,14,1,0
2,0,1718700812000,2024-06-18,16:53:32,A0008,123.18097,32.327591,18.0,0,8,14,1,0
2,0,1718700813000,2024-06-18,16:53:33,A0008,123.180993,32.32755,12.0,0,5,14,1,0
2,0,1718700814000,2024-06-18,16:53:34,A0008,123.181,32.327523,7.0,0,4,14,1,0
2,0,1718700815000,2024-06-18,16:53:35,A0008,123.181016,32.327508,2.0,0,3,14,1,0
2,0,1718700816000,2024-06-18,16:53:36,A0008,123.181016,32.3275,0.0,0,5,14,1,0
2,0,1718700817000,2024-06-18,16:53:37,A0008,123.181023,32.32749800000001,0.0,0,10,14,1,0
2,0,1718700818000,2024-06-18,16:53:38,A0008,123.181023,32.327496000000004,0.0,0,10,14,1,0
2,0,1718700819000,2024-06-18,16:53:39,A0008,123.181023,32.327494,0.0,0,10,14,1,0
2,0,1718700820000,2024-06-18,16:53:40,A0008,123.181023,32.327496000000004,0.0,0,10,14,1,0
2,0,1718700821000,2024-06-18,16:53:41,A0008,123.181023,32.327496000000004,0.0,0,10,14,1,0
2,0,1718700822000,2024-06-18,16:53:42,A0008,123.181023,32.327496000000004,0.0,0,10,14,1,0
2,0,1718700823000,2024-06-18,16:53:43,A0008,123.181023,32.32749800000001,0.0,0,10,14,1,0
2,0,1718700824000,2024-06-18,16:53:44,A0008,123.181023,32.32749800000001,0.0,0,10,14,1,0
2,0,1718700825000,2024-06-18,16:53:45,A0008,123.181023,32.32749800000001,0.0,0,10,14,1,0
2,0,1718700826000,2024-06-18,16:53:46,A0008,123.181023,32.3275,0.0,0,11,14,1,0
2,0,1718700827000,2024-06-18,16:53:47,A0008,123.181023,32.3275,0.0,0,11,14,1,0
2,0,1718700828000,2024-06-18,16:53:48,A0008,123.181023,32.3275,0.0,0,11,14,1,0
2,0,1718700829000,2024-06-18,16:53:49,A0008,123.181023,32.3275,0.0,0,11,14,1,0
2,0,1718700830000,2024-06-18,16:53:50,A0008,123.181023,32.3275,0.0,0,0,14,0,0
2,0,1718700831000,2024-06-18,16:53:51,A0008,123.181023,32.3275,2.0,36,0,14,0,1
2,0,1718700832000,2024-06-18,16:53:52,A0008,123.181016,32.3275,6.0,41,0,14,0,1
2,0,1718700833000,2024-06-18,16:53:53,A0008,123.181023,32.327485,10.0,47,0,14,0,1
2,0,1718700834000,2024-06-18,16:53:54,A0008,123.181031,32.327468,15.0,46,0,14,0,1
2,0,1718700835000,2024-06-18,16:53:55,A0008,123.181046,32.327439,20.0,46,0,14,0,1
2,0,1718700836000,2024-06-18,16:53:56,A0008,123.181061,32.327397000000005,25.0,47,0,14,0,1
2,0,1718700837000,2024-06-18,16:53:57,A0008,123.181084,32.327344000000004,29.0,45,0,14,0,1
2,0,1718700838000,2024-06-18,16:53:58,A0008,123.181115,32.327281,32.0,30,0,14,0,1
2,0,1718700839000,2024-06-18,16:53:59,A0008,123.181145,32.32721,34.0,30,0,14,0,1
2,0,1718700840000,2024-06-18,16:54:00,A0008,123.181176,32.327134,36.0,36,0,14,0,1
2,0,1718700841000,2024-06-18,16:54:01,A0008,123.18121399999998,32.327054000000004,39.0,39,0,14,0,1
2,0,1718700842000,2024-06-18,16:54:02,A0008,123.181252,32.326968,42.0,38,0,14,0,1
2,0,1718700843000,2024-06-18,16:54:03,A0008,123.18129,32.326871999999995,45.0,29,0,14,0,1
2,0,1718700844000,2024-06-18,16:54:04,A0008,123.181328,32.32677,46.0,29,0,14,0,1
2,0,1718700845000,2024-06-18,16:54:05,A0008,123.181374,32.32666500000001,48.0,28,0,14,0,1
2,0,1718700846000,2024-06-18,16:54:06,A0008,123.18142,32.326556,49.0,17,0,14,0,1
2,0,1718700847000,2024-06-18,16:54:07,A0008,123.181473,32.326446999999995,49.0,17,0,14,0,1
2,0,1718700848000,2024-06-18,16:54:08,A0008,123.181527,32.326338,49.0,16,0,14,0,1
2,0,1718700849000,2024-06-18,16:54:09,A0008,123.181588,32.326231,50.0,30,0,14,0,1
2,0,1718700850000,2024-06-18,16:54:10,A0008,123.181649,32.326127,51.0,26,0,14,0,1
2,0,1718700852000,2024-06-18,16:54:12,A0008,123.181794,32.325907,53.0,23,0,14,0,1
2,0,1718700853000,2024-06-18,16:54:13,A0008,123.18187,32.325796999999994,53.0,14,0,14,0,1
2,0,1718700854000,2024-06-18,16:54:14,A0008,123.181954,32.32569,53.0,0,0,14,0,0
2,0,1718700855000,2024-06-18,16:54:15,A0008,123.182038,32.325581,53.0,0,0,14,0,0
2,0,1718700856000,2024-06-18,16:54:16,A0008,123.182122,32.325474,52.0,0,0,14,0,0
2,0,1718700857000,2024-06-18,16:54:17,A0008,123.182206,32.325373,52.0,0,0,14,0,0
2,0,1718700858000,2024-06-18,16:54:18,A0008,123.182297,32.325274,52.0,21,0,14,0,1
2,0,1718700859000,2024-06-18,16:54:19,A0008,123.182389,32.325175,52.0,23,0,14,0,1
2,0,1718700860000,2024-06-18,16:54:20,A0008,123.182473,32.325078000000005,53.0,23,0,14,0,1
2,0,1718786659000,2024-06-19,16:44:19,A0008,123.180199,32.329308000000005,38.0,26,0,14,0,1
2,0,1718786660000,2024-06-19,16:44:20,A0008,123.180291,32.329142000000004,39.0,28,0,14,0,1
2,0,1718786661000,2024-06-19,16:44:21,A0008,123.180291,32.329142000000004,40.0,21,0,14,0,1
2,0,1718786662000,2024-06-19,16:44:22,A0008,123.180329,32.329055,40.0,14,0,14,0,1
2,0,1718786663000,2024-06-19,16:44:23,A0008,123.180375,32.328965000000004,40.0,0,0,14,0,0
2,0,1718786664000,2024-06-19,16:44:24,A0008,123.180421,32.328875,40.0,0,1,14,1,0
2,0,1718786665000,2024-06-19,16:44:25,A0008,123.180497,32.328698,37.0,0,0,14,0,0
2,0,1718786666000,2024-06-19,16:44:26,A0008,123.180497,32.328698,37.0,22,0,14,0,1
2,0,1718786667000,2024-06-19,16:44:27,A0008,123.180535,32.32861800000001,37.0,23,0,14,0,1
2,0,1718786668000,2024-06-19,16:44:28,A0008,123.18056599999998,32.328534000000005,38.0,24,0,14,0,1
2,0,1718786669000,2024-06-19,16:44:29,A0008,123.180611,32.328452,39.0,20,0,14,0,1
2,0,1718786670000,2024-06-19,16:44:30,A0008,123.180688,32.32828,39.0,18,0,14,0,1
2,0,1718786671000,2024-06-19,16:44:31,A0008,123.180688,32.32828,39.0,5,0,14,0,1
2,0,1718786672000,2024-06-19,16:44:32,A0008,123.180726,32.328194,39.0,0,0,14,0,0
2,0,1718786673000,2024-06-19,16:44:33,A0008,123.180802,32.328025,36.0,0,4,14,1,0
2,0,1718786674000,2024-06-19,16:44:34,A0008,123.180802,32.328025,33.0,0,6,14,1,0
2,0,1718786675000,2024-06-19,16:44:35,A0008,123.180833,32.327946000000004,30.0,0,4,14,1,0
2,0,1718786676000,2024-06-19,16:44:36,A0008,123.180871,32.327878000000005,26.0,0,6,14,1,0
2,0,1718786677000,2024-06-19,16:44:37,A0008,123.180894,32.327815,22.0,0,2,14,1,0
2,0,1718786678000,2024-06-19,16:44:38,A0008,123.180947,32.327719,18.0,0,0,14,0,0
2,0,1718786679000,2024-06-19,16:44:39,A0008,123.180947,32.327719,16.0,0,0,14,0,0
2,0,1718786680000,2024-06-19,16:44:40,A0008,123.180962,32.327681,13.0,0,0,14,0,0
2,0,1718786681000,2024-06-19,16:44:41,A0008,123.180978,32.327647,11.0,0,0,14,0,0
2,0,1718786682000,2024-06-19,16:44:42,A0008,123.180993,32.32762,8.0,0,0,14,0,0
2,0,1718786683000,2024-06-19,16:44:43,A0008,123.181,32.327599000000006,4.0,0,1,14,1,0
2,0,1718786684000,2024-06-19,16:44:44,A0008,123.181,32.32758800000001,2.0,0,3,14,1,0
2,0,1718786685000,2024-06-19,16:44:45,A0008,123.181,32.32758,0.0,0,7,14,1,0
2,0,1718786686000,2024-06-19,16:44:46,A0008,123.181,32.327578,0.0,0,10,14,1,0
2,0,1718786687000,2024-06-19,16:44:47,A0008,123.181,32.327578,0.0,0,11,14,1,0
2,0,1718786688000,2024-06-19,16:44:48,A0008,123.181,32.327578,0.0,0,11,14,1,0
2,0,1718786689000,2024-06-19,16:44:49,A0008,123.181,32.327578,0.0,0,12,14,1,0
2,0,1718786690000,2024-06-19,16:44:50,A0008,123.181,32.32758,0.0,0,12,14,1,0
2,0,1718786691000,2024-06-19,16:44:51,A0008,123.181,32.327582,0.0,0,12,14,1,0
2,0,1718786692000,2024-06-19,16:44:52,A0008,123.181,32.327582,0.0,0,12,14,1,0
2,0,1718786693000,2024-06-19,16:44:53,A0008,123.181008,32.327582,0.0,0,12,14,1,0
2,0,1718786694000,2024-06-19,16:44:54,A0008,123.181008,32.32758,0.0,0,12,14,1,0
2,0,1718786695000,2024-06-19,16:44:55,A0008,123.181008,32.32758,0.0,0,12,14,1,0
2,0,1718786696000,2024-06-19,16:44:56,A0008,123.181008,32.32758,0.0,0,12,14,1,0
2,0,1718786697000,2024-06-19,16:44:57,A0008,123.181008,32.32758,0.0,0,12,14,1,0
2,0,1718786698000,2024-06-19,16:44:58,A0008,123.181008,32.32758,0.0,0,13,14,1,0
2,0,1718786699000,2024-06-19,16:44:59,A0008,123.181008,32.32758,0.0,0,13,14,1,0
2,0,1718786700000,2024-06-19,16:45:00,A0008,123.181008,32.32758,0.0,0,14,14,1,0
2,0,1718786701000,2024-06-19,16:45:01,A0008,123.181008,32.32758,0.0,0,14,14,1,0
2,0,1718786702000,2024-06-19,16:45:02,A0008,123.181008,32.32758,0.0,0,14,14,1,0
2,0,1718786703000,2024-06-19,16:45:03,A0008,123.181008,32.32758,0.0,0,14,14,1,0
2,0,1718786704000,2024-06-19,16:45:04,A0008,123.181008,32.32758,0.0,0,14,14,1,0
2,0,1718786705000,2024-06-19,16:45:05,A0008,123.181008,32.32758,0.0,0,14,14,1,0
2,0,1718786706000,2024-06-19,16:45:06,A0008,123.181008,32.32758,0.0,0,14,14,1,0
2,0,1718786707000,2024-06-19,16:45:07,A0008,123.181008,32.32758,0.0,0,14,14,1,0
2,0,1718786708000,2024-06-19,16:45:08,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786709000,2024-06-19,16:45:09,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786710000,2024-06-19,16:45:10,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786711000,2024-06-19,16:45:11,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786712000,2024-06-19,16:45:12,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786713000,2024-06-19,16:45:13,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786714000,2024-06-19,16:45:14,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786715000,2024-06-19,16:45:15,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786716000,2024-06-19,16:45:16,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786717000,2024-06-19,16:45:17,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786718000,2024-06-19,16:45:18,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786719000,2024-06-19,16:45:19,A0008,123.181008,32.32758,0.0,0,15,14,1,0
2,0,1718786720000,2024-06-19,16:45:20,A0008,123.181008,32.32758,0.0,0,12,14,1,0
2,0,1718786721000,2024-06-19,16:45:21,A0008,123.181008,32.32758,0.0,0,1,14,1,0
2,0,1718786722000,2024-06-19,16:45:22,A0008,123.181008,32.32758,0.0,0,0,14,0,0
2,0,1718786723000,2024-06-19,16:45:23,A0008,123.181008,32.32758,4.0,20,0,14,0,1
2,0,1718786724000,2024-06-19,16:45:24,A0008,123.181008,32.327578,6.0,33,0,14,0,1
2,0,1718786725000,2024-06-19,16:45:25,A0008,123.181008,32.327572,9.0,44,0,14,0,1
2,0,1718786726000,2024-06-19,16:45:26,A0008,123.181016,32.327555000000004,14.0,42,0,14,0,1
2,0,1718786727000,2024-06-19,16:45:27,A0008,123.181023,32.327532000000005,17.0,35,0,14,0,1
2,0,1718786728000,2024-06-19,16:45:28,A0008,123.181061,32.327458,20.0,37,0,14,0,1
2,0,1718786729000,2024-06-19,16:45:29,A0008,123.181061,32.327458,22.0,35,0,14,0,1
2,0,1718786730000,2024-06-19,16:45:30,A0008,123.181084,32.327412,25.0,37,0,14,0,1
2,0,1718786731000,2024-06-19,16:45:31,A0008,123.181107,32.327361,28.0,37,0,14,0,1
2,0,1718786732000,2024-06-19,16:45:32,A0008,123.181138,32.327303,30.0,31,0,14,0,1
2,0,1718786733000,2024-06-19,16:45:33,A0008,123.181191,32.32717,32.0,33,0,14,0,1
2,0,1718786734000,2024-06-19,16:45:34,A0008,123.181191,32.32717,35.0,32,0,14,0,1
2,0,1718786735000,2024-06-19,16:45:35,A0008,123.181222,32.327094,37.0,28,0,14,0,1
2,0,1718786736000,2024-06-19,16:45:36,A0008,123.18129,32.326924000000005,38.0,25,0,14,0,1
2,0,1718786737000,2024-06-19,16:45:37,A0008,123.18129,32.326924000000005,39.0,30,0,14,0,1
2,0,1718786738000,2024-06-19,16:45:38,A0008,123.181321,32.326836,41.0,30,0,14,0,1
2,0,1718786739000,2024-06-19,16:45:39,A0008,123.181359,32.326745,43.0,29,0,14,0,1
2,0,1718786740000,2024-06-19,16:45:40,A0008,123.181397,32.326649,44.0,26,0,14,0,1
2,0,1718786741000,2024-06-19,16:45:41,A0008,123.18148899999998,32.326455,45.0,23,0,14,0,1
2,0,1718786742000,2024-06-19,16:45:42,A0008,123.18148899999998,32.326455,46.0,20,0,14,0,1
2,0,1718786743000,2024-06-19,16:45:43,A0008,123.181542,32.326356000000004,46.0,0,0,14,0,0
2,0,1718786744000,2024-06-19,16:45:44,A0008,123.18166399999998,32.326161,45.0,19,0,14,0,1
2,0,1718786745000,2024-06-19,16:45:45,A0008,123.18166399999998,32.326161,46.0,21,0,14,0,1
2,0,1718786746000,2024-06-19,16:45:46,A0008,123.181725,32.32606800000001,46.0,27,0,14,0,1
2,0,1718786747000,2024-06-19,16:45:47,A0008,123.18178600000002,32.325972,47.0,26,0,14,0,1
2,0,1718786748000,2024-06-19,16:45:48,A0008,123.181863,32.325875,47.0,0,0,14,0,0
2,0,1718786749000,2024-06-19,16:45:49,A0008,123.182,32.32568000000001,47.0,18,0,14,0,1
2,0,1718786750000,2024-06-19,16:45:50,A0008,123.182,32.32568000000001,47.0,25,0,14,0,1
2,0,1718786751000,2024-06-19,16:45:51,A0008,123.182076,32.325585000000004,48.0,26,0,14,0,1
2,0,1718786752000,2024-06-19,16:45:52,A0008,123.18216,32.325493,49.0,23,0,14,0,1
2,0,1718786753000,2024-06-19,16:45:53,A0008,123.182236,32.3254,50.0,19,0,14,0,1
2,0,1718786754000,2024-06-19,16:45:54,A0008,123.182404,32.325209,49.0,0,0,14,0,0
2,0,1718786755000,2024-06-19,16:45:55,A0008,123.182404,32.325209,49.0,0,0,14,0,0
2,0,1718786756000,2024-06-19,16:45:56,A0008,123.182488,32.325115999999994,48.0,6,0,14,0,1
3,0,1718614142000,2024-06-17,16:49:02,A0008,123.185236,32.327123,20.9,0,0,14,0,0
3,0,1718614152000,2024-06-17,16:49:12,A0008,123.184576,32.327125,24.9,32,0,14,0,1
3,0,1718614162000,2024-06-17,16:49:22,A0008,123.18381,32.327125,25.9,0,0,14,0,0
3,0,1718614172000,2024-06-17,16:49:32,A0008,123.183295,32.327133,0.0,0,0,14,0,0
3,0,1718614182000,2024-06-17,16:49:42,A0008,123.183098,32.327110000000005,15.9,0,0,14,0,0
3,0,1718614192000,2024-06-17,16:49:52,A0008,123.182683,32.32712,9.9,0,0,14,0,0
3,0,1718614202000,2024-06-17,16:50:02,A0008,123.182341,32.32712,11.9,0,0,14,0,0
3,0,1718614212000,2024-06-17,16:50:12,A0008,123.182068,32.327118,5.9,0,0,14,0,0
3,0,1718614222000,2024-06-17,16:50:22,A0008,123.181945,32.327118,0.0,0,0,14,0,0
3,0,1718614232000,2024-06-17,16:50:32,A0008,123.181945,32.327123,0.0,0,0,14,0,0
3,0,1718614242000,2024-06-17,16:50:42,A0008,123.181945,32.327123,0.0,0,0,14,0,0
3,0,1718614252000,2024-06-17,16:50:52,A0008,123.181945,32.327123,0.0,0,0,14,0,0
3,0,1718614262000,2024-06-17,16:51:02,A0008,123.181945,32.327123,0.0,0,0,14,0,0
3,0,1718614272000,2024-06-17,16:51:12,A0008,123.18191000000002,32.327118,6.9,0,0,14,0,0
3,0,1718614282000,2024-06-17,16:51:22,A0008,123.181706,32.327115000000006,4.9,0,0,14,0,0
3,0,1718614292000,2024-06-17,16:51:32,A0008,123.18153,32.327113,6.9,24,0,14,0,1
3,0,1718614302000,2024-06-17,16:51:42,A0008,123.18135,32.327133,4.9,45,0,14,0,1
3,0,1718614312000,2024-06-17,16:51:52,A0008,123.181181,32.327401,24.9,90,0,14,0,1
3,0,1718614322000,2024-06-17,16:52:02,A0008,123.180823,32.328183,38.9,0,0,14,0,0
3,0,1718614332000,2024-06-17,16:52:12,A0008,123.18044,32.32902,36.9,0,0,14,0,0
3,0,1718700517000,2024-06-18,16:48:37,A0008,123.185315,32.327118,15.9,0,0,14,0,0
3,0,1718700527000,2024-06-18,16:48:47,A0008,123.184633,32.327131,21.9,0,0,14,0,0
3,0,1718700537000,2024-06-18,16:48:57,A0008,123.183985,32.32713,22.9,11,0,14,0,1
3,0,1718700547000,2024-06-18,16:49:07,A0008,123.18344,32.327128,6.9,41,0,14,0,1
3,0,1718700557000,2024-06-18,16:49:17,A0008,123.183315,32.327143,4.9,0,15,14,1,0
3,0,1718700567000,2024-06-18,16:49:27,A0008,123.183251,32.327141,0.0,0,0,14,0,0
3,0,1718700577000,2024-06-18,16:49:37,A0008,123.183163,32.327128,11.9,0,0,14,0,0
3,0,1718700587000,2024-06-18,16:49:47,A0008,123.18278,32.327111,14.9,0,0,14,0,0
