vehicle_id,seg_id,collectiontime,date,time_stamp,road_id,longitude,latitude,speed,acceleratorpedal,brakestatus,gearnum,havebrake,havedriver,excluded_reason
137,1,1718873117000,2024-06-20,16:45:17,A0008,123.18453999999998,32.327061,7.3,12,0,14,0,1,outside_200m_all_points
162,1,1718789360000,2024-06-19,17:29:20,A0008,123.17794,32.326778000000004,15.8,35,0,14,0,1,outside_200m_all_points
165,1,1718787281000,2024-06-19,16:54:41,A0008,123.18508,32.327184,20.5,0,0,14,1,0,outside_200m_all_points
165,1,1718787291000,2024-06-19,16:54:51,A0008,123.184588,32.327153,11.9,0,0,14,1,0,outside_200m_all_points
172,1,1718787271000,2024-06-19,16:54:31,A0008,123.185302,32.327108,8.0,10,0,14,0,1,outside_200m_all_points
197,0,1718614317000,2024-06-17,16:51:57,A0008,123.178526,32.326815,0.0,0,0,14,0,1,outside_200m_all_points
197,0,1718614347000,2024-06-17,16:52:27,A0008,123.178815,32.326778999999995,1.9,0,5,13,1,1,outside_200m_all_points
197,0,1718614375000,2024-06-17,16:52:55,A0008,123.178805,32.326747,65534.0,0,254,0,0,0,outside_200m_all_points
197,0,1718700970000,2024-06-18,16:56:10,A0008,123.178348,32.326825,18.1,0,0,14,1,0,outside_200m_all_points
197,0,1718701000000,2024-06-18,16:56:40,A0008,123.178793,32.326768,0.0,0,8,13,0,1,outside_200m_all_points
197,0,1718701027000,2024-06-18,16:57:07,A0008,123.178756,32.326728,65534.0,0,254,0,0,0,outside_200m_all_points
197,0,1718787156000,2024-06-19,16:52:36,A0008,123.178015,32.32679,27.0,25,0,14,0,1,outside_200m_all_points
197,0,1718787186000,2024-06-19,16:53:06,A0008,123.178742,32.326796,2.3,0,2,13,1,1,outside_200m_all_points
197,0,1718787216000,2024-06-19,16:53:36,A0008,123.178722,32.326772000000005,0.0,0,4,14,1,1,outside_200m_all_points
197,0,1718787246000,2024-06-19,16:54:06,A0008,123.178718,32.326742,65534.0,0,0,0,0,0,outside_200m_all_points
197,0,1718787248000,2024-06-19,16:54:08,A0008,123.178717,32.326743,65534.0,0,254,0,0,0,outside_200m_all_points
197,1,1718787893000,2024-06-19,17:04:53,A0008,123.178731,32.326729,0.0,0,9,14,1,0,outside_200m_all_points
197,1,1718787923000,2024-06-19,17:05:23,A0008,123.178709,32.326758,0.0,0,2,13,1,1,outside_200m_all_points
207,0,1718875365000,2024-06-20,17:22:45,A0008,123.184232,32.327144000000004,26.0,9,0,14,0,1,outside_200m_all_points
228,0,1718786018000,2024-06-19,16:33:38,A0008,123.178573,32.326846999999994,3.1,0,0,14,0,0,outside_200m_all_points
228,0,1718786046000,2024-06-19,16:34:06,A0008,123.178757,32.326811000000006,3.5,7,0,14,0,1,outside_200m_all_points
228,0,1718786074000,2024-06-19,16:34:34,A0008,123.178844,32.326808,2.1,0,0,14,0,0,outside_200m_all_points
228,0,1718786102000,2024-06-19,16:35:02,A0008,123.178873,32.326808,0.0,0,0,14,0,0,outside_200m_all_points
228,0,1718786130000,2024-06-19,16:35:30,A0008,123.178873,32.326804,1.7,0,5,13,1,0,outside_200m_all_points
228,0,1718786156000,2024-06-19,16:35:56,A0008,123.17888,32.326778000000004,0.0,0,0,15,0,0,outside_200m_all_points
228,1,1718786532000,2024-06-19,16:42:12,A0008,123.17888,32.326775,0.0,0,0,15,0,0,outside_200m_all_points
228,1,1718786560000,2024-06-19,16:42:40,A0008,123.178639,32.326785,2.6,0,6,14,1,0,outside_200m_all_points
228,1,1718786588000,2024-06-19,16:43:08,A0008,123.178472,32.326912,2.5,22,0,14,0,1,outside_200m_all_points
230,0,1718873044000,2024-06-20,16:44:04,A0008,123.177989,32.326743,15.0,14,0,14,0,1,outside_200m_all_points
239,1,1718786676000,2024-06-19,16:44:36,A0008,123.180371,32.328918,26.7,7,0,14,1,0,outside_200m_all_points
257,0,1718786155000,2024-06-19,16:35:55,A0008,123.178532,32.326823000000005,2.0,0,101,14,1,0,outside_200m_all_points
257,0,1718786185000,2024-06-19,16:36:25,A0008,123.178394,32.326737,0.0,0,0,13,0,0,outside_200m_all_points
257,0,1718786215000,2024-06-19,16:36:55,A0008,123.1784,32.326685999999995,0.0,0,0,15,0,0,outside_200m_all_points
257,0,1718786217000,2024-06-19,16:36:57,A0008,123.1784,32.326685999999995,0.0,0,0,15,0,0,outside_200m_all_points
257,1,1718787245000,2024-06-19,16:54:05,A0008,123.178384,32.326732,5.0,0,0,14,0,0,outside_200m_all_points
257,1,1718787275000,2024-06-19,16:54:35,A0008,123.178443,32.326682000000005,0.0,0,101,13,1,0,outside_200m_all_points
257,1,1718787292000,2024-06-19,16:54:52,A0008,123.17843899999998,32.326676000000006,0.0,0,0,15,0,0,outside_200m_all_points
257,2,1718787572000,2024-06-19,16:59:32,A0008,123.17852,32.326741,7.0,0,0,14,0,0,outside_200m_all_points
257,2,1718787602000,2024-06-19,17:00:02,A0008,123.178597,32.326799,1.0,0,0,14,0,0,outside_200m_all_points
257,2,1718787631000,2024-06-19,17:00:31,A0008,123.178172,32.326874000000004,0.0,0,101,14,1,0,outside_200m_all_points
281,1,1718614656000,2024-06-17,16:57:36,A0008,123.18255,32.325146000000004,15.0,0,72,14,1,0,outside_200m_all_points
281,1,1718701801000,2024-06-18,17:10:01,A0008,123.182531,32.325158,24.0,0,57,14,1,0,outside_200m_all_points
281,1,1718788190000,2024-06-19,17:09:50,A0008,123.182525,32.325166,8.0,0,53,14,1,0,outside_200m_all_points
303,0,1718614292000,2024-06-17,16:51:32,A0008,123.185142,32.327138000000005,9.4,0,11,14,1,0,outside_200m_all_points
303,0,1718702589000,2024-06-18,17:23:09,A0008,123.18515,32.327172999999995,9.1,0,0,14,1,0,outside_200m_all_points
303,0,1718875305000,2024-06-20,17:21:45,A0008,123.185083,32.327217000000005,5.5,12,0,14,0,1,outside_200m_all_points
303,0,1718875305000,2024-06-20,17:21:45,A0008,123.185083,32.327217000000005,5.5,12,0,14,0,1,outside_200m_all_points
303,0,1718959697000,2024-06-21,16:48:17,A0008,123.185228,32.327117,20.4,0,0,14,1,0,outside_200m_all_points
319,1,1718787594000,2024-06-19,16:59:54,A0008,123.177826,32.326732,8.2,4,0,14,0,1,outside_200m_all_points
334,0,1718702192000,2024-06-18,17:16:32,A0008,123.178041,32.326638,0.0,0,0,14,0,0,outside_200m_all_points
334,0,1718702220000,2024-06-18,17:17:00,A0008,123.177932,32.326744000000005,8.9,23,0,14,0,1,outside_200m_all_points
334,0,1718786050000,2024-06-19,16:34:10,A0008,123.183877,32.327162,25.1,4,0,14,0,1,outside_200m_all_points
354,0,1718788353000,2024-06-19,17:12:33,A0008,123.184907,32.327166000000005,14.4,0,0,14,1,0,outside_200m_all_points
354,0,1718788363000,2024-06-19,17:12:43,A0008,123.184778,32.327146,0.0,0,0,14,1,1,outside_200m_all_points
354,0,1718788373000,2024-06-19,17:12:53,A0008,123.184795,32.327117,0.0,0,0,14,1,1,outside_200m_all_points
354,0,1718788383000,2024-06-19,17:13:03,A0008,123.184797,32.327114,0.8,0,0,14,1,1,outside_200m_all_points
355,0,1718872396000,2024-06-20,16:33:16,A0008,123.178782,32.326877,3.2,0,0,14,0,1,outside_200m_all_points
355,0,1718872406000,2024-06-20,16:33:26,A0008,123.178625,32.326828000000006,4.9,0,5,14,1,1,outside_200m_all_points
355,0,1718872416000,2024-06-20,16:33:36,A0008,123.178579,32.326899,5.5,27,0,14,0,1,outside_200m_all_points
355,0,1718872426000,2024-06-20,16:33:46,A0008,123.178383,32.326904,0.0,0,7,14,1,1,outside_200m_all_points
355,0,1718872436000,2024-06-20,16:33:56,A0008,123.178383,32.326864,0.0,0,6,14,1,1,outside_200m_all_points
355,0,1718872446000,2024-06-20,16:34:06,A0008,123.178068,32.326835,19.7,24,0,14,0,1,outside_200m_all_points
356,1,1718959983000,2024-06-21,16:53:03,A0008,123.180434,32.329111,27.9,20,0,14,0,1,outside_200m_all_points
380,0,1718786282000,2024-06-19,16:38:02,A0008,123.178304,32.32685,15.0,14,0,14,0,1,outside_200m_all_points
380,0,1718786310000,2024-06-19,16:38:30,A0008,123.178522,32.326781,0.0,0,11,14,1,0,outside_200m_all_points
380,0,1718786338000,2024-06-19,16:38:58,A0008,123.17837,32.326705000000004,3.4,0,9,14,1,0,outside_200m_all_points
380,0,1718786366000,2024-06-19,16:39:26,A0008,123.178289,32.326694,0.0,0,19,14,1,0,outside_200m_all_points
380,0,1718786374000,2024-06-19,16:39:34,A0008,123.178289,32.326694,0.0,0,0,15,0,0,outside_200m_all_points
380,1,1718787413000,2024-06-19,16:56:53,A0008,123.178297,32.326694,0.0,0,20,14,1,0,outside_200m_all_points
380,1,1718787441000,2024-06-19,16:57:21,A0008,123.178333,32.32669,0.7,0,11,13,1,0,outside_200m_all_points
380,1,1718787469000,2024-06-19,16:57:49,A0008,123.178377,32.326701,0.7,0,0,14,0,0,outside_200m_all_points
380,1,1718787497000,2024-06-19,16:58:17,A0008,123.178399,32.326668,0.3,0,9,13,1,0,outside_200m_all_points
380,1,1718787525000,2024-06-19,16:58:45,A0008,123.178413,32.326701,2.3,0,0,14,0,0,outside_200m_all_points
380,1,1718787553000,2024-06-19,16:59:13,A0008,123.178595,32.326846999999994,1.9,0,2,14,1,0,outside_200m_all_points
380,1,1718787581000,2024-06-19,16:59:41,A0008,123.178172,32.32686,0.0,0,22,14,1,0,outside_200m_all_points
386,0,1718960786000,2024-06-21,17:06:26,A0008,123.183819,32.327161000000004,26.2,0,0,14,0,0,outside_200m_all_points
389,0,1718789172000,2024-06-19,17:26:12,A0008,123.17788,32.326731,19.7,18,0,14,0,1,outside_200m_all_points
394,1,1718788416000,2024-06-19,17:13:36,A0008,123.178302,32.326856,19.5,27,0,14,1,1,outside_200m_all_points
394,1,1718960564000,2024-06-21,17:02:44,A0008,123.180287,32.329168,45.2,21,0,14,1,1,outside_200m_all_points
403,0,1718615049000,2024-06-17,17:04:09,A0008,123.177967,32.326745,15.5,0,0,14,1,1,outside_200m_all_points
403,0,1718960869000,2024-06-21,17:07:49,A0008,123.177914,32.32676,19.6,18,0,14,1,1,outside_200m_all_points
404,0,1718960412000,2024-06-21,17:00:12,A0008,123.177811,32.326751,9.0,19,0,14,0,1,outside_200m_all_points
413,1,1718787655000,2024-06-19,17:00:55,A0008,123.18528899999998,32.327143,26.2,37,0,14,0,1,outside_200m_all_points
416,0,1718786765000,2024-06-19,16:46:05,A0008,123.177829,32.326769,22.6,18,0,14,0,1,outside_200m_all_points
423,0,1718786459000,2024-06-19,16:40:59,A0008,123.18518600000002,32.327152000000005,19.0,14,0,14,0,1,outside_200m_all_points
423,0,1718786489000,2024-06-19,16:41:29,A0008,123.183508,32.327154,36.0,27,0,14,0,1,outside_200m_all_points
453,0,1718874590000,2024-06-20,17:09:50,A0008,123.178042,32.326657,0.0,0,101,14,1,0,outside_200m_all_points
453,0,1718874620000,2024-06-20,17:10:20,A0008,123.177852,32.326777,27.0,51,0,14,0,1,outside_200m_all_points
458,0,1718786950000,2024-06-19,16:49:10,A0008,123.17794,32.326750000000004,20.1,2,0,14,0,1,outside_200m_all_points
458,0,1718873237000,2024-06-20,16:47:17,A0008,123.178055,32.326727000000005,11.0,19,0,14,0,1,outside_200m_all_points
458,0,1718873247000,2024-06-20,16:47:27,A0008,123.178473,32.326842,5.2,0,101,14,1,0,outside_200m_all_points
458,0,1718873257000,2024-06-20,16:47:37,A0008,123.178529,32.326795000000004,2.4,0,101,14,1,0,outside_200m_all_points
458,0,1718873267000,2024-06-20,16:47:47,A0008,123.178601,32.326764000000004,7.3,15,0,14,0,1,outside_200m_all_points
458,0,1718873277000,2024-06-20,16:47:57,A0008,123.178748,32.326787,0.0,0,101,13,1,0,outside_200m_all_points
458,0,1718873287000,2024-06-20,16:48:07,A0008,123.178755,32.326788,3.6,0,101,14,1,0,outside_200m_all_points
458,0,1718873297000,2024-06-20,16:48:17,A0008,123.178746,32.32678,1.2,0,101,13,1,0,outside_200m_all_points
458,0,1718873307000,2024-06-20,16:48:27,A0008,123.178723,32.326756,0.2,0,101,14,1,0,outside_200m_all_points
458,0,1718873317000,2024-06-20,16:48:37,A0008,123.178724,32.326744000000005,1.6,0,101,14,1,0,outside_200m_all_points
458,0,1718873327000,2024-06-20,16:48:47,A0008,123.178729,32.326727000000005,0.3,0,101,13,1,0,outside_200m_all_points
460,1,1718616038000,2024-06-17,17:20:38,A0008,123.177918,32.326750000000004,22.5,15,0,14,0,1,outside_200m_all_points
478,1,1718872492000,2024-06-20,16:34:52,A0008,123.17809,32.326812000000004,17.8,30,0,14,0,1,outside_200m_all_points
484,0,1718872840000,2024-06-20,16:40:40,A0008,123.178196,32.326651,0.0,0,0,0,0,0,outside_200m_all_points
484,0,1718872854000,2024-06-20,16:40:54,A0008,123.177989,32.326787,21.0,0,0,0,0,0,outside_200m_all_points
487,0,1718874568000,2024-06-20,17:09:28,A0008,123.177994,32.326733000000004,19.0,18,0,14,0,1,outside_200m_all_points
505,0,1718616088000,2024-06-17,17:21:28,A0008,123.178693,32.3267,0.0,0,101,15,1,0,outside_200m_all_points
505,0,1718616098000,2024-06-17,17:21:38,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616108000,2024-06-17,17:21:48,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616118000,2024-06-17,17:21:58,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616128000,2024-06-17,17:22:08,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616138000,2024-06-17,17:22:18,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616148000,2024-06-17,17:22:28,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616158000,2024-06-17,17:22:38,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616168000,2024-06-17,17:22:48,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616178000,2024-06-17,17:22:58,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616188000,2024-06-17,17:23:08,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616198000,2024-06-17,17:23:18,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616208000,2024-06-17,17:23:28,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616218000,2024-06-17,17:23:38,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616228000,2024-06-17,17:23:48,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616238000,2024-06-17,17:23:58,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616248000,2024-06-17,17:24:08,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616258000,2024-06-17,17:24:18,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616268000,2024-06-17,17:24:28,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616278000,2024-06-17,17:24:38,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616288000,2024-06-17,17:24:48,A0008,123.178693,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616298000,2024-06-17,17:24:58,A0008,123.178692,32.3267,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616308000,2024-06-17,17:25:08,A0008,123.178677,32.326741,1.1,0,101,13,1,0,outside_200m_all_points
505,0,1718616318000,2024-06-17,17:25:18,A0008,123.178695,32.326723,2.3,0,101,13,1,0,outside_200m_all_points
505,0,1718616328000,2024-06-17,17:25:28,A0008,123.178696,32.326741,0.2,0,0,14,0,0,outside_200m_all_points
505,0,1718616338000,2024-06-17,17:25:38,A0008,123.178606,32.326796,1.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616348000,2024-06-17,17:25:48,A0008,123.178605,32.326798,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616358000,2024-06-17,17:25:58,A0008,123.178605,32.326798,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616368000,2024-06-17,17:26:08,A0008,123.178605,32.326798,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616378000,2024-06-17,17:26:18,A0008,123.178605,32.326798,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616388000,2024-06-17,17:26:28,A0008,123.178605,32.326798,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616398000,2024-06-17,17:26:38,A0008,123.178605,32.326798,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616408000,2024-06-17,17:26:48,A0008,123.178605,32.326798,0.0,0,101,14,1,0,outside_200m_all_points
505,0,1718616418000,2024-06-17,17:26:58,A0008,123.178605,32.326798,0.0,0,101,14,1,0,outside_200m_all_points
