road_id,vehicle_id,date,seg_id,direction,enter_time,exit_time,enter_idx,exit_idx,duration_s,num_points
A0003,65,2024-06-21,0,A1-1,2025-11-09 17:18:30.829437691,2025-11-09 17:18:34.933624718,8,10,4,2
A0003,66,2024-06-19,0,A1-1,2025-11-09 16:54:24,2025-11-09 16:54:29.116536166,7,8,5,2
A0003,68,2024-06-17,0,A1-2,2025-11-09 17:29:31.115616952,2025-11-09 17:29:41.833415360,10,12,10,2
A0003,68,2024-06-18,0,A1-2,2025-11-09 17:20:44.304324434,2025-11-09 17:20:51.681996290,7,9,7,2
A0003,68,2024-06-19,0,A1-2,2025-11-09 17:27:20.019963439,2025-11-09 17:27:20.019963439,9,10,0,2
A0003,68,2024-06-20,0,A1-2,2025-11-09 17:25:12.866674433,2025-11-09 17:25:12.866674433,9,10,0,2
A0003,69,2024-06-17,0,A1-1,2025-11-09 17:24:42,2025-11-09 17:24:49.550846187,4,5,7,2
A0003,69,2024-06-18,0,A1-1,2025-11-09 17:27:21.663645353,2025-11-09 17:27:21.663645353,4,5,0,2
A0003,69,2024-06-19,0,A1-1,2025-11-09 17:22:53.417491098,2025-11-09 17:22:57.270284358,3,5,3,2
A0003,69,2024-06-21,0,A1-1,2025-11-09 17:22:47.484719387,2025-11-09 17:22:47.484719387,5,6,0,2
A0003,71,2024-06-19,1,A1-2,2025-11-09 17:03:06,2025-11-09 17:03:26,2,4,20,1
A0003,71,2024-06-21,0,A1-2,2025-11-09 17:29:24.248152826,2025-11-09 17:29:26.870855557,4,6,2,2
A0003,77,2024-06-18,0,A1-1,2025-11-09 17:01:05.118499343,2025-11-09 17:01:05.118499343,9,10,0,2
A0003,77,2024-06-19,0,A1-1,2025-11-09 17:12:22.600152321,2025-11-09 17:12:27.687428773,5,7,5,2
A0003,77,2024-06-20,0,A1-1,2025-11-09 17:14:13.450273958,2025-11-09 17:14:13.450273958,11,12,0,2
A0003,77,2024-06-21,0,A1-1,2025-11-09 17:29:18.859540587,2025-11-09 17:29:24.555177491,8,10,5,2
A0003,82,2024-06-19,0,A1-2,2025-11-09 16:33:02.232852658,2025-11-09 16:33:07.618051076,6,8,5,2
A0003,83,2024-06-19,0,A1-1,2025-11-09 17:03:20.713011916,2025-11-09 17:03:20.713011916,8,9,0,2
A0003,84,2024-06-19,0,A1-2,2025-11-09 16:30:03.951944237,2025-11-09 16:30:03.951944237,0,1,0,2
A0003,86,2024-06-19,0,A1-1,2025-11-09 17:14:11.798938086,2025-11-09 17:14:11.798938086,5,6,0,2
A0003,87,2024-06-19,0,A1-2,2025-11-09 17:00:48,2025-11-09 17:01:08,2,4,20,1
A0003,89,2024-06-19,0,A1-2,2025-11-09 17:27:32.367719421,2025-11-09 17:27:37.769374001,9,11,5,2
A0003,91,2024-06-17,0,A1-2,2025-11-09 16:50:22.678834828,2025-11-09 16:50:22.678834828,10,11,0,2
A0003,91,2024-06-18,0,A1-2,2025-11-09 16:58:42.220434108,2025-11-09 16:58:51.156362312,6,8,8,2
A0003,91,2024-06-19,0,A1-2,2025-11-09 17:07:40.295124783,2025-11-09 17:07:44.871150866,7,9,4,2
A0003,93,2024-06-19,0,A1-2,2025-11-09 16:50:35.453111265,2025-11-09 16:50:41.880701819,6,8,6,2
A0003,93,2024-06-19,1,A1-1,2025-11-09 17:29:36.284614142,2025-11-09 17:29:41.312128353,6,8,5,2
A0003,103,2024-06-19,0,A1-1,2025-11-09 17:03:06.907015349,2025-11-09 17:03:11.811748494,12,14,4,2
A0003,104,2024-06-19,0,A1-1,2025-11-09 16:30:51.921151137,2025-11-09 16:30:51.921151137,4,5,0,2
A0003,107,2024-06-17,0,A1-1,2025-11-09 16:39:53.117422922,2025-11-09 16:39:53.117422922,1,2,0,2
A0003,107,2024-06-18,0,A1-1,2025-11-09 16:41:48.029670947,2025-11-09 16:41:48.029670947,2,3,0,2
A0003,107,2024-06-19,0,A1-1,2025-11-09 16:41:46.221902403,2025-11-09 16:41:57.589524562,2,4,11,2
A0003,107,2024-06-20,0,A1-1,2025-11-09 16:39:43.015636106,2025-11-09 16:39:53.490517623,0,2,10,2
A0003,107,2024-06-21,0,A1-1,2025-11-09 16:33:17.308262739,2025-11-09 16:33:17.308262739,1,2,0,2
A0003,109,2024-06-19,0,A1-2,2025-11-09 16:35:15.346921080,2025-11-09 16:35:15.346921080,7,8,0,2
A0003,113,2024-06-19,0,A1-2,2025-11-09 16:39:50.491673529,2025-11-09 16:39:50.491673529,7,8,0,2
A0003,117,2024-06-19,0,A1-1,2025-11-09 16:41:40.176676009,2025-11-09 16:41:40.176676009,5,6,0,2
A0003,119,2024-06-17,0,A1-2,2025-11-09 16:52:59.853541069,2025-11-09 16:52:59.853541069,2,3,0,2
A0003,119,2024-06-18,0,A1-2,2025-11-09 16:58:39.058948722,2025-11-09 16:58:39.058948722,1,2,0,2
A0003,119,2024-06-19,0,A1-2,2025-11-09 16:54:13.239462737,2025-11-09 16:54:13.239462737,2,3,0,2
A0003,119,2024-06-21,0,A1-2,2025-11-09 17:03:03,2025-11-09 17:03:05.108637644,1,2,2,2
A0003,120,2024-06-17,0,A1-1,2025-11-09 17:01:19.432756228,2025-11-09 17:01:24.376451924,5,7,4,2
A0003,120,2024-06-19,0,A1-1,2025-11-09 16:56:35,2025-11-09 16:56:44.680632878,6,7,9,2
A0003,120,2024-06-20,0,A1-1,2025-11-09 16:59:15.867050362,2025-11-09 16:59:15.867050362,3,4,0,2
A0003,120,2024-06-21,0,A1-1,2025-11-09 16:52:26.006567264,2025-11-09 16:52:26.006567264,6,7,0,2
A0003,121,2024-06-19,0,A1-1,2025-11-09 17:23:05.885422940,2025-11-09 17:23:05.885422940,3,4,0,2
A0003,122,2024-06-19,0,A1-2,2025-11-09 17:29:43.285194276,2025-11-09 17:29:46.277537810,7,9,2,2
A0003,124,2024-06-19,0,A1-2,2025-11-09 16:50:05.092841880,2025-11-09 16:50:12.757312617,5,7,7,2
A0003,126,2024-06-19,1,A1-1,2025-11-09 17:12:02.693915597,2025-11-09 17:12:02.693915597,0,1,0,2
A0003,130,2024-06-19,0,A1-2,2025-11-09 16:48:28.744335030,2025-11-09 16:48:28.744335030,9,10,0,2
A0003,133,2024-06-17,0,A1-2,2025-11-09 17:16:44.016217579,2025-11-09 17:16:44.016217579,0,1,0,2
A0003,133,2024-06-18,0,A1-2,2025-11-09 17:16:43.437242468,2025-11-09 17:16:43.437242468,0,1,0,2
A0003,133,2024-06-19,0,A1-2,2025-11-09 17:20:12.807383988,2025-11-09 17:20:12.807383988,2,3,0,2
A0003,133,2024-06-20,0,A1-2,2025-11-09 17:18:07,2025-11-09 17:18:09.208645215,1,2,2,2
A0003,133,2024-06-21,0,A1-2,2025-11-09 17:20:11,2025-11-09 17:20:15.060842891,1,2,4,2
A0003,134,2024-06-19,0,A1-1,2025-11-09 17:16:24.059254131,2025-11-09 17:16:24.059254131,8,9,0,2
A0003,139,2024-06-17,0,A1-1,2025-11-09 17:16:08.578297597,2025-11-09 17:16:08.578297597,2,3,0,2
A0003,139,2024-06-18,0,A1-1,2025-11-09 17:07:35.976471470,2025-11-09 17:07:35.976471470,2,3,0,2
A0003,139,2024-06-19,0,A1-1,2025-11-09 17:07:46.159733456,2025-11-09 17:07:46.159733456,2,3,0,2
A0003,146,2024-06-17,0,A1-2,2025-11-09 17:14:38.862009999,2025-11-09 17:14:38.862009999,2,3,0,2
A0003,146,2024-06-19,0,A1-2,2025-11-09 16:37:26.037991692,2025-11-09 16:37:29.446254657,6,8,3,2
A0003,153,2024-06-19,0,A1-2,2025-11-09 17:07:30.540384392,2025-11-09 17:07:36.401509776,5,7,5,2
A0003,154,2024-06-17,0,A1-1,2025-11-09 16:48:00.250323191,2025-11-09 16:48:00.250323191,5,6,0,2
A0003,154,2024-06-18,0,A1-1,2025-11-09 17:03:10.807215740,2025-11-09 17:03:10.807215740,5,6,0,2
A0003,154,2024-06-19,0,A1-1,2025-11-09 16:50:28.963226878,2025-11-09 16:50:34.334178881,4,6,5,2
A0003,154,2024-06-20,0,A1-1,2025-11-09 16:50:26.402224700,2025-11-09 16:50:32.200941996,5,7,5,2
A0003,156,2024-06-19,0,A1-1,2025-11-09 17:05:33.577147777,2025-11-09 17:05:33.577147777,6,7,0,2
A0003,157,2024-06-19,0,A1-2,2025-11-09 17:01:34.194421443,2025-11-09 17:01:34.194421443,2,3,0,2
A0003,158,2024-06-17,0,A1-2,2025-11-09 16:50:05,2025-11-09 16:50:26,8,10,21,1
A0003,158,2024-06-18,0,A1-2,2025-11-09 17:21:04.055755277,2025-11-09 17:21:04.055755277,2,3,0,2
A0003,158,2024-06-19,0,A1-2,2025-11-09 17:09:51.301957250,2025-11-09 17:09:51.301957250,8,9,0,2
A0003,158,2024-06-20,0,A1-2,2025-11-09 17:16:12.484647978,2025-11-09 17:16:18.181469466,4,6,5,2
A0003,159,2024-06-19,0,A1-1,2025-11-09 16:37:13.751934505,2025-11-09 16:37:13.751934505,5,6,0,2
A0003,164,2024-06-19,0,A1-1,2025-11-09 16:50:23.519101021,2025-11-09 16:50:23.519101021,7,8,0,2
A0003,173,2024-06-19,1,A1-1,2025-11-09 17:22:48.759675840,2025-11-09 17:22:53.647450562,6,8,4,2
A0003,176,2024-06-19,0,A1-1,2025-11-09 16:39:14,2025-11-09 16:39:20.881930888,4,5,6,2
A0003,179,2024-06-19,0,A1-2,2025-11-09 17:25:05.504262773,2025-11-09 17:25:05.504262773,1,2,0,2
A0003,182,2024-06-19,0,A1-1,2025-11-09 16:47:58,2025-11-09 16:48:18,4,6,20,1
A0003,182,2024-06-20,0,A1-1,2025-11-09 16:39:46.240618888,2025-11-09 16:39:46.240618888,5,6,0,2
A0003,192,2024-06-19,0,A1-1,2025-11-09 17:07:47.897984547,2025-11-09 17:07:47.897984547,4,5,0,2
A0003,192,2024-06-21,0,A1-1,2025-11-09 17:16:20.958487062,2025-11-09 17:16:20.958487062,3,4,0,2
A0003,193,2024-06-19,0,A1-1,2025-11-09 16:56:26,2025-11-09 16:56:33.169759568,4,5,7,2
A0003,196,2024-06-19,0,A1-1,2025-11-09 17:20:31.535484669,2025-11-09 17:20:31.535484669,5,6,0,2
A0003,198,2024-06-19,0,A1-1,2025-11-09 17:16:12.447199066,2025-11-09 17:16:18.363049066,7,9,5,2
A0003,199,2024-06-18,0,A1-1,2025-11-09 16:59:01.764834525,2025-11-09 16:59:01.764834525,4,5,0,2
A0003,199,2024-06-19,0,A1-1,2025-11-09 17:05:17,2025-11-09 17:05:37,5,7,20,1
A0003,205,2024-06-19,0,A1-1,2025-11-09 17:09:54.121845833,2025-11-09 17:09:54.121845833,5,6,0,2
A0003,211,2024-06-19,0,A1-2,2025-11-09 17:14:02.709953621,2025-11-09 17:14:02.709953621,8,9,0,2
A0003,213,2024-06-19,0,A1-1,2025-11-09 16:43:43.350623914,2025-11-09 16:43:43.350623914,7,8,0,2
A0003,215,2024-06-19,0,A1-2,2025-11-09 17:05:18.249545645,2025-11-09 17:05:18.249545645,3,4,0,2
A0003,215,2024-06-19,1,A1-1,2025-11-09 17:10:01.514536465,2025-11-09 17:10:01.514536465,2,3,0,2
A0003,218,2024-06-19,0,A1-2,2025-11-09 17:22:38,2025-11-09 17:22:58,5,7,20,1
A0003,219,2024-06-17,0,A1-2,2025-11-09 17:12:25.073842208,2025-11-09 17:12:25.073842208,3,4,0,2
A0003,219,2024-06-18,0,A1-2,2025-11-09 17:16:32.726523474,2025-11-09 17:16:38.366311692,5,7,5,2
A0003,219,2024-06-19,0,A1-2,2025-11-09 17:20:36.920716872,2025-11-09 17:20:40.336602257,6,8,3,2
A0003,219,2024-06-21,0,A1-2,2025-11-09 17:18:13,2025-11-09 17:18:33,3,5,20,1
A0003,221,2024-06-19,0,A1-2,2025-11-09 17:30:56.589725278,2025-11-09 17:30:56.589725278,2,3,0,2
A0003,226,2024-06-19,0,A1-2,2025-11-09 17:10:02.873621034,2025-11-09 17:10:02.873621034,8,9,0,2
A0003,226,2024-06-19,1,A1-1,2025-11-09 17:29:11,2025-11-09 17:29:31,4,6,20,1
A0003,233,2024-06-19,0,A1-1,2025-11-09 17:18:28.638827457,2025-11-09 17:18:28.638827457,6,7,0,2
A0003,235,2024-06-19,0,A1-2,2025-11-09 17:03:19.731119903,2025-11-09 17:03:19.731119903,2,3,0,2
A0003,236,2024-06-19,0,A1-1,2025-11-09 17:25:02.387881481,2025-11-09 17:25:02.387881481,6,7,0,2
A0003,237,2024-06-18,0,A1-2,2025-11-09 17:18:16,2025-11-09 17:18:36,7,9,20,1
A0003,237,2024-06-19,0,A1-2,2025-11-09 17:20:32.008372492,2025-11-09 17:20:34.678069080,10,12,2,2
A0003,237,2024-06-20,0,A1-2,2025-11-09 17:22:41,2025-11-09 17:23:01,5,7,20,1
A0003,240,2024-06-19,0,A1-2,2025-11-09 17:29:44.527789862,2025-11-09 17:29:44.527789862,8,9,0,2
A0003,246,2024-06-19,0,A1-2,2025-11-09 17:13:58.008614351,2025-11-09 17:14:02.272590044,11,13,4,2
A0003,251,2024-06-19,0,A1-1,2025-11-09 16:33:09.235785740,2025-11-09 16:33:09.235785740,6,7,0,2
A0003,254,2024-06-19,0,A1-1,2025-11-09 16:56:36,2025-11-09 16:56:56,4,6,20,1
A0003,256,2024-06-18,0,A1-2,2025-11-09 16:43:53.324181829,2025-11-09 16:43:58.453650086,9,11,5,2
A0003,256,2024-06-19,0,A1-2,2025-11-09 17:29:10.124252247,2025-11-09 17:29:10.124252247,7,8,0,2
A0003,256,2024-06-20,0,A1-2,2025-11-09 17:25:21.126444741,2025-11-09 17:25:25.357081208,6,8,4,2
A0003,258,2024-06-19,0,A1-1,2025-11-09 17:29:21,2025-11-09 17:29:41,5,6,20,2
A0003,259,2024-06-19,1,A1-2,2025-11-09 16:46:08.305576930,2025-11-09 16:46:14.134180848,8,10,5,2
A0003,261,2024-06-19,0,A1-2,2025-11-09 16:45:55.515080072,2025-11-09 16:45:55.515080072,7,8,0,2
A0003,266,2024-06-19,0,A1-2,2025-11-09 17:07:40.394686102,2025-11-09 17:07:40.394686102,8,9,0,2
A0003,266,2024-06-19,1,A1-1,2025-11-09 17:27:03.829303807,2025-11-09 17:27:09.665605310,5,7,5,2
A0003,267,2024-06-19,0,A1-2,2025-11-09 16:54:39.466719504,2025-11-09 16:54:39.466719504,8,9,0,2
A0003,272,2024-06-19,0,A1-1,2025-11-09 16:52:32.792264878,2025-11-09 16:52:32.792264878,3,4,0,2
A0003,273,2024-06-19,0,A1-2,2025-11-09 16:57:16.395170914,2025-11-09 16:57:16.395170914,3,4,0,2
A0003,275,2024-06-19,0,A1-2,2025-11-09 17:03:10.130050485,2025-11-09 17:03:13.891404846,61,65,3,5
A0003,285,2024-06-19,0,A1-2,2025-11-09 16:48:18.867665317,2025-11-09 16:48:18.867665317,2,3,0,2
A0003,287,2024-06-19,2,A1-1,2025-11-09 17:18:23.336004932,2025-11-09 17:18:23.336004932,5,6,0,2
A0003,288,2024-06-19,0,A1-1,2025-11-09 17:03:17.057360071,2025-11-09 17:03:17.057360071,8,9,0,2
A0003,292,2024-06-19,0,A1-1,2025-11-09 16:50:07,2025-11-09 16:50:28.699162852,2,3,21,2
A0003,296,2024-06-19,0,A1-1,2025-11-09 16:52:09,2025-11-09 16:52:29,4,6,20,1
A0003,297,2024-06-20,0,A1-2,2025-11-09 16:45:49,2025-11-09 16:46:09,6,8,20,1
A0003,301,2024-06-18,0,A1-2,2025-11-09 17:03:24.008591208,2025-11-09 17:03:31.026054973,7,9,7,2
A0003,301,2024-06-19,0,A1-2,2025-11-09 16:58:53.107732059,2025-11-09 16:58:59.227273690,6,8,6,2
A0003,301,2024-06-20,0,A1-2,2025-11-09 16:58:57.098532446,2025-11-09 16:58:57.098532446,7,8,0,2
A0003,301,2024-06-21,0,A1-2,2025-11-09 17:05:31.257259022,2025-11-09 17:05:35.939577462,5,7,4,2
A0003,302,2024-06-19,0,A1-1,2025-11-09 16:46:12.537158070,2025-11-09 16:46:12.537158070,5,6,0,2
A0003,304,2024-06-19,0,A1-2,2025-11-09 17:22:47.452955718,2025-11-09 17:22:47.452955718,8,9,0,2
A0003,309,2024-06-19,0,A1-1,2025-11-09 16:37:27.702970415,2025-11-09 16:37:27.702970415,6,7,0,2
A0003,310,2024-06-20,0,A1-2,2025-11-09 17:18:15.750792889,2025-11-09 17:18:15.750792889,8,9,0,2
A0003,313,2024-06-17,0,A1-2,2025-11-09 16:43:40.987933065,2025-11-09 16:43:40.987933065,2,3,0,2
A0003,313,2024-06-19,0,A1-2,2025-11-09 17:18:34.626727323,2025-11-09 17:18:34.626727323,2,3,0,2
A0003,314,2024-06-19,0,A1-2,2025-11-09 17:12:07.562792340,2025-11-09 17:12:11.085621726,8,10,3,2
A0003,318,2024-06-17,0,A1-1,2025-11-09 17:09:44.798640782,2025-11-09 17:09:44.798640782,1,2,0,2
A0003,318,2024-06-18,0,A1-1,2025-11-09 17:07:41.668387583,2025-11-09 17:07:41.668387583,3,4,0,2
A0003,318,2024-06-19,0,A1-1,2025-11-09 17:11:39.855807093,2025-11-09 17:12:01.874307834,2,4,22,2
A0003,320,2024-06-19,0,A1-2,2025-11-09 16:43:45.786985125,2025-11-09 16:43:45.786985125,7,8,0,2
A0003,322,2024-06-19,0,A1-1,2025-11-09 17:25:03.102621083,2025-11-09 17:25:06.860506024,1,3,3,2
A0003,323,2024-06-19,0,A1-2,2025-11-09 17:29:37.410299859,2025-11-09 17:29:37.410299859,2,3,0,2
A0003,327,2024-06-18,0,A1-1,2025-11-09 16:54:59.048151892,2025-11-09 16:54:59.048151892,2,3,0,2
A0003,327,2024-06-19,0,A1-1,2025-11-09 16:46:14.701359133,2025-11-09 16:46:14.701359133,2,3,0,2
A0003,327,2024-06-20,0,A1-1,2025-11-09 16:39:49.008202990,2025-11-09 16:39:49.008202990,2,3,0,2
A0003,328,2024-06-19,0,A1-1,2025-11-09 17:29:34.954013284,2025-11-09 17:29:38.459225196,10,12,3,2
A0003,331,2024-06-19,0,A1-1,2025-11-09 16:41:46.038581944,2025-11-09 16:41:46.038581944,3,4,0,2
A0003,335,2024-06-19,0,A1-1,2025-11-09 17:01:31.540296075,2025-11-09 17:01:31.540296075,3,4,0,2
A0003,338,2024-06-19,0,A1-2,2025-11-09 16:43:47.405924598,2025-11-09 16:43:47.405924598,7,8,0,2
A0003,338,2024-06-19,2,A1-1,2025-11-09 16:55:11.488674614,2025-11-09 16:55:11.488674614,5,6,0,2
A0003,340,2024-06-17,0,A1-1,2025-11-09 17:18:36.708649025,2025-11-09 17:18:36.708649025,3,4,0,2
A0003,340,2024-06-18,0,A1-1,2025-11-09 17:20:40.702123663,2025-11-09 17:20:40.702123663,6,7,0,2
A0003,340,2024-06-19,0,A1-1,2025-11-09 17:20:41.934256451,2025-11-09 17:20:41.934256451,5,6,0,2
A0003,340,2024-06-20,0,A1-1,2025-11-09 17:16:06,2025-11-09 17:16:26,5,7,20,1
A0003,340,2024-06-21,0,A1-1,2025-11-09 17:18:41.322082929,2025-11-09 17:18:41.322082929,4,5,0,2
A0003,342,2024-06-19,0,A1-2,2025-11-09 16:33:07.995496740,2025-11-09 16:33:07.995496740,2,3,0,2
A0003,342,2024-06-21,0,A1-2,2025-11-09 16:39:07,2025-11-09 16:39:09.551507165,3,4,2,2
A0003,343,2024-06-17,0,A1-1,2025-11-09 17:09:44.098501621,2025-11-09 17:09:44.098501621,2,3,0,2
A0003,343,2024-06-18,0,A1-1,2025-11-09 16:58:43.406447403,2025-11-09 16:58:43.406447403,1,2,0,2
A0003,343,2024-06-19,0,A1-1,2025-11-09 17:01:40.891933473,2025-11-09 17:01:40.891933473,0,1,0,2
A0003,343,2024-06-20,0,A1-1,2025-11-09 17:07:18,2025-11-09 17:07:23.570771653,1,2,5,2
A0003,345,2024-06-17,0,A1-1,2025-11-09 17:22:33,2025-11-09 17:22:53,4,6,20,1
A0003,345,2024-06-18,0,A1-1,2025-11-09 17:27:18.993150862,2025-11-09 17:27:18.993150862,6,7,0,2
A0003,345,2024-06-19,0,A1-1,2025-11-09 17:26:50,2025-11-09 17:27:10,4,6,20,1
A0003,345,2024-06-20,0,A1-1,2025-11-09 17:22:39,2025-11-09 17:22:59,4,6,20,1
A0003,346,2024-06-17,0,A1-1,2025-11-09 16:58:48,2025-11-09 16:58:57.903462263,1,2,9,2
A0003,346,2024-06-18,0,A1-1,2025-11-09 16:58:44.639311928,2025-11-09 16:58:44.639311928,2,3,0,2
A0003,346,2024-06-19,0,A1-1,2025-11-09 16:58:54.925456490,2025-11-09 16:58:54.925456490,1,2,0,2
A0003,346,2024-06-20,0,A1-1,2025-11-09 16:54:21.483557245,2025-11-09 16:54:21.483557245,2,3,0,2
A0003,346,2024-06-21,0,A1-1,2025-11-09 16:56:59.740562943,2025-11-09 16:56:59.740562943,0,1,0,2
A0003,347,2024-06-17,0,A1-2,2025-11-09 16:56:41.839476025,2025-11-09 16:56:41.839476025,2,3,0,2
A0003,347,2024-06-18,0,A1-2,2025-11-09 17:03:33.273263284,2025-11-09 17:03:33.273263284,1,2,0,2
A0003,347,2024-06-19,0,A1-2,2025-11-09 17:05:19.459771095,2025-11-09 17:05:19.459771095,2,3,0,2
A0003,347,2024-06-20,0,A1-2,2025-11-09 17:01:07.112239090,2025-11-09 17:01:07.112239090,2,3,0,2
A0003,347,2024-06-21,0,A1-2,2025-11-09 17:23:04.582415419,2025-11-09 17:23:04.582415419,1,2,0,2
A0003,350,2024-06-19,0,A1-2,2025-11-09 16:45:48.943175847,2025-11-09 16:46:07.753210586,2,4,18,2
A0003,353,2024-06-17,0,A1-2,2025-11-09 17:09:59.207613311,2025-11-09 17:09:59.207613311,2,3,0,2
A0003,353,2024-06-19,0,A1-2,2025-11-09 16:43:38.396176163,2025-11-09 16:43:38.396176163,2,3,0,2
A0003,353,2024-06-20,0,A1-2,2025-11-09 16:46:15.054218520,2025-11-09 16:46:15.054218520,2,3,0,2
A0003,358,2024-06-19,0,A1-1,2025-11-09 16:50:05,2025-11-09 16:50:25,7,9,20,1
A0003,360,2024-06-17,0,A1-2,2025-11-09 17:03:19.671503928,2025-11-09 17:03:19.671503928,6,7,0,2
A0003,360,2024-06-18,0,A1-2,2025-11-09 17:13:59.637966208,2025-11-09 17:13:59.637966208,5,6,0,2
A0003,360,2024-06-19,0,A1-2,2025-11-09 17:03:09.470715679,2025-11-09 17:03:17.592957023,6,8,8,2
A0003,360,2024-06-21,0,A1-2,2025-11-09 17:03:28.053076613,2025-11-09 17:03:28.053076613,7,8,0,2
A0003,362,2024-06-19,0,A1-2,2025-11-09 17:12:03.704724251,2025-11-09 17:12:03.704724251,8,9,0,2
A0003,368,2024-06-19,0,A1-1,2025-11-09 17:12:02.593201181,2025-11-09 17:12:02.593201181,7,8,0,2
A0003,369,2024-06-17,0,A1-1,2025-11-09 16:52:32.496887591,2025-11-09 16:52:32.496887591,5,6,0,2
A0003,369,2024-06-18,0,A1-1,2025-11-09 16:45:51.212147245,2025-11-09 16:45:51.212147245,5,6,0,2
A0003,369,2024-06-19,0,A1-1,2025-11-09 16:55:01.828780693,2025-11-09 16:55:01.828780693,12,13,0,2
A0003,369,2024-06-21,0,A1-1,2025-11-09 17:14:34.973261418,2025-11-09 17:14:40.454759061,5,7,5,2
A0003,371,2024-06-19,0,A1-2,2025-11-09 16:39:46.050923858,2025-11-09 16:39:49.865802521,8,10,3,2
A0003,375,2024-06-17,0,A1-2,2025-11-09 16:45:46,2025-11-09 16:46:20.930387307,2,3,34,2
