vehicle_id,seg_id,collectiontime,date,time_stamp,road_id,longitude,latitude,speed,acceleratorpedal,brakestatus,gearnum,havebrake,havedriver,end_time
7,0,1718874890000,2024-06-20,17:14:50,A0003,123.152124,32.345073,14.1,0.0,101,14,1,0,
7,0,1718874895000,2024-06-20,17:14:55,A0003,123.1522070714286,32.345077,0.0,0.0,101,14,1,0,17:16:00
7,0,1718874965000,2024-06-20,17:16:05,A0003,123.152234,32.345078,9.0,43.0,0,14,0,1,
7,0,1718874970000,2024-06-20,17:16:10,A0003,123.152581,32.34509799999999,36.9,30.0,0,14,0,1,
7,0,1718874975000,2024-06-20,17:16:15,A0003,123.153233,32.345107,50.5,22.0,0,14,0,1,
7,0,1718874980000,2024-06-20,17:16:20,A0003,123.15402,32.345048,56.8,19.0,0,14,0,1,
7,0,1718874985000,2024-06-20,17:16:25,A0003,123.154812,32.344877000000004,55.5,16.0,0,14,0,1,
7,0,1718874990000,2024-06-20,17:16:30,A0003,123.155553,32.344599,55.0,5.0,0,14,0,1,
7,0,1718874995000,2024-06-20,17:16:35,A0003,123.156254,32.344213,57.8,10.0,0,14,0,1,
7,0,1718875000000,2024-06-20,17:16:40,A0003,123.15688,32.343734999999995,57.8,23.0,0,14,0,1,
7,0,1718875005000,2024-06-20,17:16:45,A0003,123.15744,32.343138999999994,62.1,9.0,0,14,0,1,
8,0,1718701144000,2024-06-18,16:59:04,A0003,123.157058,32.343619,62.9,17.0,0,14,0,1,
8,0,1718701154000,2024-06-18,16:59:14,A0003,123.155563,32.344635999999994,62.3,18.0,0,14,0,1,
8,0,1718701164000,2024-06-18,16:59:24,A0003,123.154224,32.34506,36.5,0.0,101,14,1,0,
8,0,1718701174000,2024-06-18,16:59:34,A0003,123.153874,32.344932,1.2,0.0,101,14,1,1,
8,0,1718788104000,2024-06-19,17:08:24,A0003,123.157408,32.343270000000004,49.4,16.0,0,14,0,1,
8,0,1718788114000,2024-06-19,17:08:34,A0003,123.156424,32.344177,49.0,16.0,0,14,0,1,
8,0,1718788124000,2024-06-19,17:08:44,A0003,123.155363,32.344747,36.6,5.0,0,14,0,0,
8,0,1718788134000,2024-06-19,17:08:54,A0003,123.15473,32.344969,5.6,0.0,101,14,1,0,
8,0,1718788144000,2024-06-19,17:09:04,A0003,123.154666,32.344987,0.0,0.0,0,14,0,0,17:09:14
8,0,1718788164000,2024-06-19,17:09:24,A0003,123.154327,32.345063999999994,27.7,6.0,0,14,0,0,
8,0,1718788174000,2024-06-19,17:09:34,A0003,123.153667,32.345177,15.4,0.0,0,14,0,0,
8,0,1718788184000,2024-06-19,17:09:44,A0003,123.153503,32.345191,0.0,0.0,0,14,0,0,
8,0,1718788194000,2024-06-19,17:09:54,A0003,123.153123,32.345203999999995,26.4,14.0,0,14,0,1,
8,0,1718788204000,2024-06-19,17:10:04,A0003,123.152263,32.345175,32.1,19.0,0,14,0,1,
8,0,1718788214000,2024-06-19,17:10:14,A0003,123.151111,32.34512599999999,46.6,28.0,0,14,0,1,
8,0,1718788224000,2024-06-19,17:10:24,A0003,123.14963600000002,32.345061,51.7,21.0,0,14,0,1,
8,0,1718788234000,2024-06-19,17:10:34,A0003,123.148084,32.344989,50.7,14.0,0,14,0,1,
8,0,1718788244000,2024-06-19,17:10:44,A0003,123.146515,32.344922,57.2,12.0,0,14,0,0,
8,1,1718788694000,2024-06-19,17:18:14,A0003,123.146116,32.344851,72.8,34.0,0,14,0,1,
8,1,1718788704000,2024-06-19,17:18:24,A0003,123.148247,32.344938,75.2,23.0,0,14,0,1,
8,1,1718788714000,2024-06-19,17:18:34,A0003,123.150319,32.345023999999995,55.0,0.0,101,14,1,0,
8,1,1718788724000,2024-06-19,17:18:44,A0003,123.15102,32.34492,13.5,0.0,0,14,0,0,
8,2,1718789164000,2024-06-19,17:26:04,A0003,123.151184,32.344984999999994,24.1,30.0,0,14,0,1,
8,2,1718789174000,2024-06-19,17:26:14,A0003,123.151943,32.345057999999995,11.7,0.0,101,14,1,0,
8,2,1718789184000,2024-06-19,17:26:24,A0003,123.151995,32.345063999999994,0.0,0.0,101,14,1,1,17:26:54
8,2,1718789224000,2024-06-19,17:27:04,A0003,123.152226,32.345082,25.0,25.0,0,14,0,1,
8,2,1718789234000,2024-06-19,17:27:14,A0003,123.153199,32.345115,36.6,0.0,0,14,0,0,
8,2,1718789244000,2024-06-19,17:27:24,A0003,123.153745,32.344984000000004,6.1,0.0,101,14,1,0,
8,0,1718962001000,2024-06-21,17:26:41,A0003,123.152504,32.345995,5.7,16.0,0,14,0,1,
8,0,1718962011000,2024-06-21,17:26:51,A0003,123.152525,32.345506,16.7,0.0,101,14,1,0,
8,0,1718962021000,2024-06-21,17:27:01,A0003,123.15253099999998,32.34544499999999,0.0,0.0,0,14,0,0,17:28:01
8,0,1718962091000,2024-06-21,17:28:11,A0003,123.152534,32.345421,7.7,0.0,0,14,0,0,
8,0,1718962101000,2024-06-21,17:28:21,A0003,123.152542,32.345321000000006,0.0,0.0,0,14,0,0,17:28:31
8,0,1718962121000,2024-06-21,17:28:41,A0003,123.152733,32.345152,32.9,33.0,0,14,0,1,
8,0,1718962131000,2024-06-21,17:28:51,A0003,123.153704,32.345085999999995,15.8,0.0,101,14,1,0,
9,0,1718613004000,2024-06-17,16:30:04,A0003,123.152544,32.344275999999994,33.3,11.0,0,14,0,1,
9,0,1718613014000,2024-06-17,16:30:14,A0003,123.152481,32.345048,21.3,7.0,0,14,0,1,
9,0,1718613024000,2024-06-17,16:30:24,A0003,123.151568,32.34517099999999,42.5,0.0,101,14,1,1,
9,0,1718613034000,2024-06-17,16:30:34,A0003,123.150192,32.345084,55.5,6.0,0,14,0,1,
9,0,1718613044000,2024-06-17,16:30:44,A0003,123.148576,32.345004,54.1,3.0,0,14,0,1,
9,0,1718613054000,2024-06-17,16:30:54,A0003,123.147032,32.344936,51.1,4.0,0,14,0,1,
9,0,1718613064000,2024-06-17,16:31:04,A0003,123.145561,32.344874,49.9,6.0,0,14,0,1,
9,0,1718785820000,2024-06-19,16:30:20,A0003,123.152521,32.344194,30.1,10.0,0,14,0,1,
9,0,1718785830000,2024-06-19,16:30:30,A0003,123.15251200000002,32.34479399999999,7.9,0.0,101,14,0,1,
9,0,1718785840000,2024-06-19,16:30:40,A0003,123.1525392,32.3448174,0.0,0.0,101,0,0,0,16:32:10
9,0,1718785940000,2024-06-19,16:32:20,A0003,123.152264,32.345178000000004,30.6,25.0,0,14,0,1,
9,0,1718785950000,2024-06-19,16:32:30,A0003,123.150881,32.345153999999994,56.4,11.0,0,14,0,1,
9,0,1718785960000,2024-06-19,16:32:40,A0003,123.149144,32.34508099999999,64.2,10.0,0,14,0,1,
9,0,1718785970000,2024-06-19,16:32:50,A0003,123.147304,32.344998,65.6,15.0,0,14,0,1,
9,0,1718785980000,2024-06-19,16:33:00,A0003,123.145401,32.344891,64.1,4.0,0,14,0,1,
9,0,1718872302000,2024-06-20,16:31:42,A0003,123.152544,32.344142,29.5,2.0,0,14,0,1,
9,0,1718872312000,2024-06-20,16:31:52,A0003,123.152544,32.344611,3.1,0.0,101,14,0,1,
9,0,1718872322000,2024-06-20,16:32:02,A0003,123.152536,32.344628,1.8,0.0,101,14,0,1,
9,0,1718872332000,2024-06-20,16:32:12,A0003,123.152536,32.344676,0.0,0.0,101,14,0,1,
9,0,1718872342000,2024-06-20,16:32:22,A0003,123.152521,32.344831,13.9,3.0,0,14,0,1,
9,0,1718872352000,2024-06-20,16:32:32,A0003,123.152224,32.345153999999994,27.2,15.0,0,14,0,1,
9,0,1718872362000,2024-06-20,16:32:42,A0003,123.151521,32.345121,14.1,0.0,101,14,0,1,
9,0,1718872372000,2024-06-20,16:32:52,A0003,123.150872,32.345085999999995,42.1,13.0,0,14,0,1,
9,0,1718872382000,2024-06-20,16:33:02,A0003,123.149296,32.345014,63.3,12.0,0,14,0,1,
9,0,1718872392000,2024-06-20,16:33:12,A0003,123.147464,32.344932,63.1,14.0,0,14,0,1,
9,0,1718872402000,2024-06-20,16:33:22,A0003,123.145544,32.344851,68.5,17.0,0,14,0,1,
13,0,1718787440000,2024-06-19,16:57:20,A0003,123.151106,32.344894000000004,9.4,17.0,0,14,1,1,
13,0,1718787450000,2024-06-19,16:57:30,A0003,123.151626,32.345057999999995,33.1,0.0,0,14,1,1,
13,0,1718787460000,2024-06-19,16:57:40,A0003,123.15217699999997,32.345096000000005,0.0,0.0,20,14,1,1,16:58:42
13,0,1718787532000,2024-06-19,16:58:52,A0003,123.152349,32.345105,21.3,35.0,0,14,1,1,
13,0,1718787543000,2024-06-19,16:59:03,A0003,123.153372,32.34512599999999,42.2,34.0,0,14,1,1,
13,0,1718787553000,2024-06-19,16:59:13,A0003,123.15489,32.344874,52.5,19.0,0,14,1,1,
13,0,1718787563000,2024-06-19,16:59:23,A0003,123.156027,32.344382,33.6,40.0,0,14,1,1,
13,0,1718787574000,2024-06-19,16:59:34,A0003,123.157002,32.343655,46.6,24.0,0,14,1,1,
13,0,1718961364000,2024-06-21,17:16:04,A0003,123.157525,32.343086,41.6,20.0,0,14,1,1,
13,0,1718961374000,2024-06-21,17:16:14,A0003,123.15661,32.344010999999995,46.9,24.0,0,14,1,1,
13,0,1718961385000,2024-06-21,17:16:25,A0003,123.155374,32.344719999999995,45.7,0.0,13,14,1,1,
13,0,1718961395000,2024-06-21,17:16:35,A0003,123.154416,32.345023,35.1,26.0,0,14,1,1,
13,0,1718961405000,2024-06-21,17:16:45,A0003,123.153389,32.345175999999995,27.5,16.0,0,14,1,1,
13,0,1718961416000,2024-06-21,17:16:56,A0003,123.152914,32.345185,0.0,0.0,21,14,1,1,17:18:08
13,0,1718961498000,2024-06-21,17:18:18,A0003,123.152796,32.345181999999994,24.9,25.0,0,14,1,1,
13,0,1718961509000,2024-06-21,17:18:29,A0003,123.15183,32.345136999999994,30.2,0.0,4,14,1,1,
13,0,1718961519000,2024-06-21,17:18:39,A0003,123.151265,32.345113,8.4,10.0,0,14,1,1,
16,0,1718786655000,2024-06-19,16:44:15,A0003,123.153941,32.344755,15.0,14.0,0,14,0,1,
16,0,1718786660000,2024-06-19,16:44:20,A0003,123.154207,32.344736999999995,18.5,0.0,101,14,1,0,
16,0,1718786665000,2024-06-19,16:44:25,A0003,123.154389,32.344705,6.6,0.0,101,14,1,0,
16,0,1718786670000,2024-06-19,16:44:30,A0003,123.1544275,32.344712,1.5499999999999998,0.0,101,14,1,0,16:44:35
16,0,1718786680000,2024-06-19,16:44:40,A0003,123.154387,32.344703,3.0,0.0,101,13,1,0,
16,0,1718786685000,2024-06-19,16:44:45,A0003,123.1543700526316,32.344676065789464,0.0236842105263157,0.0263157894736842,101,13,1,0,16:51:00
16,0,1718787065000,2024-06-19,16:51:05,A0003,123.154289,32.344727,16.8,18.0,0,14,0,1,
16,0,1718787070000,2024-06-19,16:51:10,A0003,123.154012,32.344755,15.4,0.0,101,14,1,0,
16,0,1718787075000,2024-06-19,16:51:15,A0003,123.153894,32.34482199999999,9.6,0.0,101,14,1,0,
16,0,1718787080000,2024-06-19,16:51:20,A0003,123.153889,32.344877999999994,1.0,9.0,0,14,0,1,
16,0,1718787085000,2024-06-19,16:51:25,A0003,123.153893,32.344944,8.6,7.0,0,14,0,1,
16,0,1718787090000,2024-06-19,16:51:30,A0003,123.154036,32.345023,20.8,30.0,0,14,0,1,
16,0,1718787095000,2024-06-19,16:51:35,A0003,123.15455,32.344922,44.7,18.0,0,14,0,1,
16,0,1718787100000,2024-06-19,16:51:40,A0003,123.155154,32.344734,44.6,0.0,0,14,0,0,
16,0,1718787105000,2024-06-19,16:51:45,A0003,123.15568,32.344511,32.9,0.0,101,14,1,0,
16,0,1718787110000,2024-06-19,16:51:50,A0003,123.155905,32.344389,6.0,0.0,101,14,1,0,
16,0,1718787115000,2024-06-19,16:51:55,A0003,123.155872,32.344296,10.6,0.0,101,14,1,0,
16,0,1718787120000,2024-06-19,16:52:00,A0003,123.155822,32.344228,8.7,18.0,0,14,0,1,
16,3,1718787465000,2024-06-19,16:57:45,A0003,123.155816,32.344139,3.5,0.0,101,14,1,0,
16,3,1718787470000,2024-06-19,16:57:50,A0003,123.155829,32.344157,0.0,0.0,101,14,1,0,
16,3,1718787475000,2024-06-19,16:57:55,A0003,123.155841,32.344172,6.8,0.0,0,14,0,0,
16,3,1718787480000,2024-06-19,16:58:00,A0003,123.155889,32.344232,8.2,0.0,0,14,0,0,
16,3,1718787485000,2024-06-19,16:58:05,A0003,123.155951,32.344331,5.4,0.0,0,14,0,0,
16,3,1718787490000,2024-06-19,16:58:10,A0003,123.155931,32.344462,18.9,21.0,0,14,0,1,
16,3,1718787495000,2024-06-19,16:58:15,A0003,123.155554,32.344662,39.7,13.0,0,14,0,1,
16,3,1718787500000,2024-06-19,16:58:20,A0003,123.155055,32.34486,33.4,0.0,101,14,1,0,
16,3,1718787505000,2024-06-19,16:58:25,A0003,123.154762,32.34495,8.8,0.0,101,14,1,0,
16,3,1718787510000,2024-06-19,16:58:30,A0003,123.154693,32.344967999999994,2.0,0.0,101,14,1,0,
16,3,1718787515000,2024-06-19,16:58:35,A0003,123.15466200000002,32.344975,4.8,2.0,0,14,0,1,
16,3,1718787520000,2024-06-19,16:58:40,A0003,123.154485,32.345015999999994,18.5,12.0,0,14,0,1,
16,3,1718787525000,2024-06-19,16:58:45,A0003,123.154197,32.345076,22.1,7.0,0,14,0,1,
16,3,1718787530000,2024-06-19,16:58:50,A0003,123.153957,32.345111,9.3,0.0,101,14,1,0,
16,3,1718787535000,2024-06-19,16:58:55,A0003,123.153843,32.345077,9.7,0.0,0,14,0,0,
16,3,1718787540000,2024-06-19,16:59:00,A0003,123.153813,32.345008,5.8,4.0,0,14,0,1,
16,3,1718787545000,2024-06-19,16:59:05,A0003,123.15381,32.344942,3.0,13.0,0,14,0,1,
16,3,1718787550000,2024-06-19,16:59:10,A0003,123.153839,32.344772,21.7,14.0,0,14,0,1,
16,0,1718875463000,2024-06-20,17:24:23,A0003,123.154231,32.344649,2.5,0.0,101,14,1,0,
16,0,1718875468000,2024-06-20,17:24:28,A0003,123.15431,32.344652999999994,6.0,0.0,101,14,1,0,
16,0,1718875473000,2024-06-20,17:24:33,A0003,123.154347,32.344635999999994,2.0,0.0,101,14,1,0,
16,0,1718875538000,2024-06-20,17:25:38,A0003,123.153833,32.344819,15.3,0.0,101,14,1,0,
16,0,1718875543000,2024-06-20,17:25:43,A0003,123.153841,32.344905,0.9,0.0,101,14,1,0,
16,0,1718875548000,2024-06-20,17:25:48,A0003,123.153845,32.344952,3.2,0.0,101,14,1,0,
16,0,1718875553000,2024-06-20,17:25:53,A0003,123.153855,32.344989,9.4,15.0,0,14,0,1,
16,0,1718875558000,2024-06-20,17:25:58,A0003,123.154021,32.345034000000005,22.9,23.0,0,14,0,1,
16,0,1718875563000,2024-06-20,17:26:03,A0003,123.15455,32.344928,41.7,18.0,0,14,0,1,
16,0,1718875568000,2024-06-20,17:26:08,A0003,123.155152,32.344747,39.2,0.0,101,14,1,0,
16,0,1718875573000,2024-06-20,17:26:13,A0003,123.155586,32.344538,32.3,0.0,101,14,1,0,
16,0,1718875578000,2024-06-20,17:26:18,A0003,123.155847,32.344404999999995,10.6,0.0,101,14,1,0,
16,0,1718875583000,2024-06-20,17:26:23,A0003,123.155888,32.344333,7.2,7.0,0,14,0,1,
16,0,1718875588000,2024-06-20,17:26:28,A0003,123.155824,32.344251,4.2,0.0,101,14,1,0,
16,0,1718875593000,2024-06-20,17:26:33,A0003,123.155753,32.344151999999994,13.8,12.0,0,14,0,1,
16,0,1718960866000,2024-06-21,17:07:46,A0003,123.153859,32.344798,8.7,0.0,101,14,1,0,
16,0,1718960871000,2024-06-21,17:07:51,A0003,123.153866,32.344848,0.0,0.0,101,14,1,0,17:07:56
16,0,1718960881000,2024-06-21,17:08:01,A0003,123.153869,32.34487,4.5,0.0,101,14,1,0,
16,0,1718960886000,2024-06-21,17:08:06,A0003,123.153874,32.344913,6.1,1.0,0,14,0,1,
16,0,1718960891000,2024-06-21,17:08:11,A0003,123.153882,32.344942,0.0,0.0,101,14,1,0,
16,0,1718960896000,2024-06-21,17:08:16,A0003,123.153888,32.344961,6.7,16.0,0,14,0,1,
16,0,1718960901000,2024-06-21,17:08:21,A0003,123.154081,32.345009999999995,25.4,34.0,0,14,0,1,
16,0,1718960906000,2024-06-21,17:08:26,A0003,123.154586,32.344904,41.6,10.0,0,14,0,1,
16,0,1718960911000,2024-06-21,17:08:31,A0003,123.155146,32.344729,32.5,0.0,101,14,1,0,
16,0,1718960916000,2024-06-21,17:08:36,A0003,123.155486,32.344590999999994,17.9,0.0,101,14,1,0,
16,0,1718960921000,2024-06-21,17:08:41,A0003,123.155607,32.344537,3.8,0.0,101,14,1,0,
16,0,1718960926000,2024-06-21,17:08:46,A0003,123.155631,32.344528000000004,0.0,0.0,101,14,1,0,
16,0,1718960931000,2024-06-21,17:08:51,A0003,123.155698,32.344496,10.3,9.0,0,14,0,1,
16,0,1718960936000,2024-06-21,17:08:56,A0003,123.155817,32.344436,7.7,0.0,101,14,1,0,
16,0,1718960941000,2024-06-21,17:09:01,A0003,123.155891,32.344396,2.5,0.0,101,14,1,0,17:09:06
16,0,1718960951000,2024-06-21,17:09:11,A0003,123.155903,32.344342,4.7,0.0,101,14,1,0,
16,0,1718960956000,2024-06-21,17:09:16,A0003,123.155871,32.344302,2.7,0.0,0,14,0,0,
16,0,1718960961000,2024-06-21,17:09:21,A0003,123.155825,32.344244,5.4,11.0,0,14,0,1,
16,0,1718960966000,2024-06-21,17:09:26,A0003,123.155741,32.344115,14.6,17.0,0,14,0,1,
16,4,1718961389000,2024-06-21,17:16:29,A0003,123.153595,32.34519,17.7,0.0,101,14,1,0,
16,4,1718961394000,2024-06-21,17:16:34,A0003,123.153343,32.345206,16.8,0.0,0,14,0,0,
16,4,1718961399000,2024-06-21,17:16:39,A0003,123.153085,32.345209999999994,18.2,0.0,0,14,0,0,
16,4,1718961404000,2024-06-21,17:16:44,A0003,123.152828,32.345209999999994,17.9,1.0,0,14,0,1,
16,4,1718961409000,2024-06-21,17:16:49,A0003,123.152628,32.345324,20.9,19.0,0,14,0,1,
16,4,1718961414000,2024-06-21,17:16:54,A0003,123.152586,32.345764,45.0,16.0,0,14,0,1,
16,4,1718961419000,2024-06-21,17:16:59,A0003,123.15256,32.346366,50.5,11.0,0,14,0,1,
16,4,1718961424000,2024-06-21,17:17:04,A0003,123.152531,32.347004,51.5,10.0,0,14,0,1,
16,4,1718961429000,2024-06-21,17:17:09,A0003,123.152504,32.347635999999994,47.8,4.0,0,14,0,1,
16,4,1718961434000,2024-06-21,17:17:14,A0003,123.152479,32.348197,39.4,0.0,0,14,0,0,
16,4,1718961439000,2024-06-21,17:17:19,A0003,123.152458,32.348647,35.8,0.0,0,14,0,0,
16,4,1718961444000,2024-06-21,17:17:24,A0003,123.152438,32.349063,29.7,9.0,0,14,0,1,
16,4,1718961449000,2024-06-21,17:17:29,A0003,123.152422,32.349374,20.0,0.0,101,14,1,0,
16,4,1718961454000,2024-06-21,17:17:34,A0003,123.152413,32.349534000000006,3.2,0.0,101,14,1,0,
16,4,1718961459000,2024-06-21,17:17:39,A0003,123.152412,32.349542,0.0,0.0,101,14,1,0,17:17:54
16,4,1718961479000,2024-06-21,17:17:59,A0003,123.152407,32.349676,19.3,8.0,0,14,0,1,
17,0,1718702932000,2024-06-18,17:28:52,A0003,123.153674,32.345147,27.0,0.0,0,14,0,0,
17,0,1718702942000,2024-06-18,17:29:02,A0003,123.153041,32.345189000000005,6.0,0.0,19,14,1,0,
17,0,1718702952000,2024-06-18,17:29:12,A0003,123.152888,32.34519,14.0,0.0,16,14,1,0,
17,0,1718702962000,2024-06-18,17:29:22,A0003,123.152574,32.345479999999995,35.0,24.0,0,14,0,1,
17,0,1718702972000,2024-06-18,17:29:32,A0003,123.15251200000002,32.346536,69.0,23.0,0,14,0,1,
17,0,1718702982000,2024-06-18,17:29:42,A0003,123.152443,32.348220999999995,48.0,0.0,14,14,1,0,
17,0,1718702992000,2024-06-18,17:29:52,A0003,123.152401,32.349107000000004,30.0,0.0,15,14,1,0,
17,0,1718789276000,2024-06-19,17:27:56,A0003,123.153184375,32.34517975,0.0,0.0,26,14,1,0,17:29:06
17,0,1718789356000,2024-06-19,17:29:16,A0003,123.153183,32.34518,7.0,34.0,0,14,0,1,
17,0,1718789366000,2024-06-19,17:29:26,A0003,123.152775,32.345186,15.0,12.0,0,14,0,1,
17,0,1718789376000,2024-06-19,17:29:36,A0003,123.152592,32.345653000000006,42.0,18.0,0,14,0,1,
17,0,1718789386000,2024-06-19,17:29:46,A0003,123.152545,32.346703999999995,32.0,0.0,0,14,0,0,
17,0,1718789396000,2024-06-19,17:29:56,A0003,123.152488,32.347275999999994,17.0,0.0,0,14,0,0,
17,0,1718962062000,2024-06-21,17:27:42,A0003,123.153061,32.345205,24.0,0.0,13,14,1,0,
17,0,1718962072000,2024-06-21,17:27:52,A0003,123.152615,32.345274,10.0,24.0,0,14,0,1,
17,0,1718962082000,2024-06-21,17:28:02,A0003,123.152551,32.345839999999995,44.0,0.0,0,14,0,0,
