road_id,vehicle_id,date,seg_id,direction,keep_start_idx,keep_end_idx,points_before,points_after,reason
A0003,65,2024-06-21,0,A1-1,0,18,19,19,straight_trim_dir
A0003,66,2024-06-19,0,A1-1,0,10,11,11,straight_trim_dir
A0003,68,2024-06-17,0,A1-2,0,13,14,14,straight_trim_dir
A0003,68,2024-06-18,0,A1-2,0,11,12,12,straight_trim_dir
A0003,68,2024-06-19,0,A1-2,0,15,16,16,straight_trim_dir
A0003,68,2024-06-20,0,A1-2,0,14,15,15,straight_trim_dir
A0003,69,2024-06-17,0,A1-1,0,8,9,9,straight_trim_dir
A0003,69,2024-06-18,0,A1-1,0,8,9,9,straight_trim_dir
A0003,69,2024-06-19,0,A1-1,0,8,9,9,straight_trim_dir
A0003,69,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,70,2024-06-19,0,C,0,8,9,9,skip_label
A0003,71,2024-06-18,0,B3-1,7,13,14,7,turn_trim
A0003,71,2024-06-19,0,C,0,3,4,4,short
A0003,71,2024-06-19,1,A1-2,0,6,7,7,straight_trim_dir
A0003,71,2024-06-21,0,A1-2,8,16,17,9,straight_trim_dir
A0003,72,2024-06-17,0,A3-2,0,18,19,19,turn_trim
A0003,72,2024-06-18,0,A3-2,0,15,16,16,turn_trim
A0003,72,2024-06-19,0,A3-2,0,21,22,22,turn_trim
A0003,72,2024-06-20,0,A3-2,0,16,17,17,turn_trim
A0003,74,2024-06-19,0,B2-1,0,12,13,13,turn_trim
A0003,77,2024-06-18,0,A1-1,0,11,12,12,straight_trim_dir
A0003,77,2024-06-19,0,A1-1,0,7,8,8,straight_trim_dir
A0003,77,2024-06-20,0,A1-1,0,14,15,15,straight_trim_dir
A0003,77,2024-06-21,0,A1-1,0,12,13,13,straight_trim_dir
A0003,82,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,83,2024-06-19,0,A1-1,0,12,13,13,straight_trim_dir
A0003,84,2024-06-19,0,A1-2,0,4,5,5,straight_trim_dir
A0003,85,2024-06-19,0,B3-1,3,8,9,6,turn_trim
A0003,86,2024-06-19,0,A1-1,0,6,7,7,straight_trim_dir
A0003,87,2024-06-19,0,A1-2,3,10,11,8,straight_trim_dir
A0003,87,2024-06-19,1,B2-1,0,11,12,12,turn_trim
A0003,87,2024-06-20,0,B3-1,4,10,11,7,turn_trim
A0003,87,2024-06-21,0,B3-1,2,8,9,7,turn_trim
A0003,89,2024-06-19,0,A1-2,0,17,18,18,straight_trim_dir
A0003,91,2024-06-17,0,A1-2,0,16,17,17,straight_trim_dir
A0003,91,2024-06-18,0,A1-2,0,10,11,11,straight_trim_dir
A0003,91,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,93,2024-06-19,0,A1-2,0,14,15,15,straight_trim_dir
A0003,93,2024-06-19,1,A1-1,0,9,10,10,straight_trim_dir
A0003,94,2024-06-19,0,B1-2,0,10,11,11,straight_trim_dir
A0003,94,2024-06-19,2,B1-1,0,8,9,9,straight_trim_dir
A0003,94,2024-06-21,0,A2-1,3,8,9,6,turn_trim
A0003,94,2024-06-21,2,B3-1,5,9,10,5,turn_trim
A0003,101,2024-06-19,0,B2-1,0,12,13,13,turn_trim
A0003,103,2024-06-19,0,A1-1,0,20,21,21,straight_trim_dir
A0003,104,2024-06-19,0,A1-1,0,8,9,9,straight_trim_dir
A0003,105,2024-06-17,0,A2-1,0,2,3,3,short
A0003,105,2024-06-18,0,A2-1,0,3,4,4,short
A0003,105,2024-06-19,0,A2-1,0,2,3,3,short
A0003,107,2024-06-17,0,A1-1,0,3,4,4,short
A0003,107,2024-06-18,0,A1-1,0,3,4,4,short
A0003,107,2024-06-19,0,A1-1,0,4,5,5,straight_trim_dir
A0003,107,2024-06-20,0,A1-1,0,2,3,3,short
A0003,107,2024-06-21,0,A1-1,0,5,6,6,straight_trim_dir
A0003,109,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,111,2024-06-19,0,A3-2,0,6,7,7,turn_trim
A0003,113,2024-06-19,0,A1-2,0,13,14,14,straight_trim_dir
A0003,115,2024-06-19,0,A2-1,4,10,11,7,turn_trim
A0003,115,2024-06-19,2,B1-1,0,9,10,10,straight_trim_dir
A0003,117,2024-06-19,0,A1-1,0,9,10,10,straight_trim_dir
A0003,118,2024-06-19,0,A2-1,2,6,7,5,turn_trim
A0003,119,2024-06-17,0,A1-2,0,4,5,5,straight_trim_dir
A0003,119,2024-06-18,0,A1-2,0,3,4,4,short
A0003,119,2024-06-19,0,A1-2,0,4,5,5,straight_trim_dir
A0003,119,2024-06-21,0,A1-2,0,2,3,3,short
A0003,120,2024-06-17,0,A1-1,0,12,13,13,straight_trim_dir
A0003,120,2024-06-19,0,A1-1,0,11,12,12,straight_trim_dir
A0003,120,2024-06-20,0,A1-1,0,7,8,8,straight_trim_dir
A0003,120,2024-06-21,0,A1-1,0,10,11,11,straight_trim_dir
A0003,121,2024-06-19,0,A1-1,0,7,8,8,straight_trim_dir
A0003,122,2024-06-19,0,A1-2,0,9,10,10,straight_trim_dir
A0003,124,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,126,2024-06-19,0,A3-2,0,2,3,3,short
A0003,126,2024-06-19,1,A1-1,0,2,3,3,short
A0003,126,2024-06-19,2,B3-1,2,5,6,4,turn_trim
A0003,128,2024-06-19,0,B3-1,2,7,8,6,turn_trim
A0003,130,2024-06-19,0,A1-2,0,15,16,16,straight_trim_dir
A0003,131,2024-06-19,0,A2-1,3,11,13,9,turn_trim
A0003,133,2024-06-17,0,A1-2,0,1,2,2,short
A0003,133,2024-06-18,0,A1-2,0,2,3,3,short
A0003,133,2024-06-19,0,A1-2,0,4,5,5,straight_trim_dir
A0003,133,2024-06-20,0,A1-2,0,2,3,3,short
A0003,133,2024-06-21,0,A1-2,0,3,4,4,short
A0003,134,2024-06-19,0,A1-1,0,13,14,14,straight_trim_dir
A0003,136,2024-06-19,0,C,0,3,4,4,short
A0003,136,2024-06-20,0,C,0,1,2,2,short
A0003,139,2024-06-17,0,A1-1,0,3,4,4,short
A0003,139,2024-06-18,0,A1-1,0,4,5,5,straight_trim_dir
A0003,139,2024-06-19,0,A1-1,0,3,4,4,short
A0003,143,2024-06-18,0,B1-1,1,7,8,7,straight_trim_dir
A0003,143,2024-06-19,0,B1-1,0,3,4,4,short
A0003,143,2024-06-20,0,B1-1,0,4,5,5,straight_trim_dir
A0003,143,2024-06-21,0,B1-1,0,4,5,5,straight_trim_dir
A0003,144,2024-06-18,0,C,0,4,5,5,skip_label
A0003,144,2024-06-19,0,C,0,6,7,7,skip_label
A0003,146,2024-06-17,0,A1-2,0,6,7,7,straight_trim_dir
A0003,146,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,148,2024-06-19,0,A2-1,0,3,4,4,short
A0003,150,2024-06-19,0,B3-1,6,12,13,7,turn_trim
A0003,151,2024-06-19,0,A3-2,0,2,3,3,short
A0003,151,2024-06-20,0,A3-2,0,3,4,4,short
A0003,151,2024-06-21,0,A3-2,0,1,2,2,short
A0003,152,2024-06-17,0,A3-2,0,2,3,3,short
A0003,152,2024-06-19,0,A3-2,0,2,3,3,short
A0003,153,2024-06-19,0,A1-2,0,10,11,11,straight_trim_dir
A0003,154,2024-06-17,0,A1-1,0,8,9,9,straight_trim_dir
A0003,154,2024-06-18,0,A1-1,0,8,9,9,straight_trim_dir
A0003,154,2024-06-19,0,A1-1,0,10,11,11,straight_trim_dir
A0003,154,2024-06-20,0,A1-1,0,9,10,10,straight_trim_dir
A0003,156,2024-06-19,0,A1-1,0,10,11,11,straight_trim_dir
A0003,157,2024-06-19,0,A1-2,0,3,4,4,short
A0003,157,2024-06-19,1,B2-1,1,5,6,5,turn_trim
A0003,158,2024-06-17,0,A1-2,0,16,17,17,straight_trim_dir
A0003,158,2024-06-18,0,A1-2,0,6,7,7,straight_trim_dir
A0003,158,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,158,2024-06-20,0,A1-2,0,9,10,10,straight_trim_dir
A0003,159,2024-06-19,0,A1-1,0,8,9,9,straight_trim_dir
A0003,161,2024-06-19,0,C,0,3,4,4,short
A0003,164,2024-06-19,0,A1-1,0,15,16,16,straight_trim_dir
A0003,166,2024-06-17,0,A2-1,3,8,9,6,turn_trim
A0003,166,2024-06-18,0,B1-2,0,3,4,4,short
A0003,166,2024-06-19,0,A2-1,3,11,12,9,turn_trim
A0003,166,2024-06-20,0,A2-1,3,11,12,9,turn_trim
A0003,166,2024-06-21,0,A2-1,2,8,9,7,turn_trim
A0003,167,2024-06-18,0,B1-1,0,4,5,5,straight_trim_dir
A0003,167,2024-06-19,0,B1-1,0,6,7,7,straight_trim_dir
A0003,167,2024-06-20,0,B1-1,0,7,8,8,straight_trim_dir
A0003,169,2024-06-17,0,C,0,7,8,8,skip_label
A0003,169,2024-06-19,0,C,0,6,7,7,skip_label
A0003,169,2024-06-20,0,C,0,5,6,6,skip_label
A0003,169,2024-06-21,0,C,0,7,8,8,skip_label
A0003,169,2024-06-21,2,B3-1,7,14,15,8,turn_trim
A0003,171,2024-06-17,0,B1-1,0,3,4,4,short
A0003,171,2024-06-19,0,B1-1,0,1,2,2,short
A0003,173,2024-06-19,0,A3-2,0,7,8,8,turn_trim
A0003,173,2024-06-19,1,A1-1,0,13,14,14,straight_trim_dir
A0003,174,2024-06-19,0,A2-1,3,9,13,7,turn_trim
A0003,174,2024-06-19,2,B3-1,5,11,12,7,turn_trim
A0003,175,2024-06-19,0,B3-1,8,10,11,3,turn_trim
A0003,176,2024-06-19,0,A1-1,0,8,9,9,straight_trim_dir
A0003,178,2024-06-19,0,B2-1,0,4,5,5,turn_trim
A0003,179,2024-06-19,0,A1-2,0,3,4,4,short
A0003,182,2024-06-19,0,A1-1,0,8,9,9,straight_trim_dir
A0003,182,2024-06-20,0,A1-1,0,9,10,10,straight_trim_dir
A0003,189,2024-06-17,0,A3-2,0,14,15,15,turn_trim
A0003,189,2024-06-18,0,A3-2,0,11,12,12,turn_trim
A0003,189,2024-06-19,0,A3-2,0,8,9,9,turn_trim
A0003,190,2024-06-19,0,B1-1,0,2,3,3,short
A0003,191,2024-06-19,0,A2-1,3,9,10,7,turn_trim
A0003,192,2024-06-19,0,A1-1,0,8,9,9,straight_trim_dir
A0003,192,2024-06-21,0,A1-1,0,7,8,8,straight_trim_dir
A0003,193,2024-06-19,0,A1-1,0,5,6,6,straight_trim_dir
A0003,194,2024-06-18,0,B1-1,0,9,10,10,straight_trim_dir
A0003,194,2024-06-19,0,B1-1,0,9,10,10,straight_trim_dir
A0003,194,2024-06-21,0,B1-1,0,10,11,11,straight_trim_dir
A0003,196,2024-06-19,0,A1-1,0,9,10,10,straight_trim_dir
A0003,198,2024-06-19,0,A1-1,0,12,13,13,straight_trim_dir
A0003,199,2024-06-18,0,A1-1,0,7,8,8,straight_trim_dir
A0003,199,2024-06-19,0,A1-1,0,10,11,11,straight_trim_dir
A0003,202,2024-06-17,0,B3-2,2,4,5,3,turn_trim
A0003,202,2024-06-19,0,A2-2,4,6,7,3,turn_trim
A0003,202,2024-06-19,2,B3-2,0,3,4,4,short
A0003,205,2024-06-19,0,A1-1,0,9,10,10,straight_trim_dir
A0003,209,2024-06-19,0,A2-1,4,10,11,7,turn_trim
A0003,211,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,212,2024-06-17,0,B2-1,0,13,14,14,turn_trim
A0003,212,2024-06-19,0,A3-2,0,6,7,7,turn_trim
A0003,212,2024-06-20,0,A3-2,0,10,11,11,turn_trim
A0003,213,2024-06-19,0,A1-1,0,11,12,12,straight_trim_dir
A0003,214,2024-06-19,0,B2-2,1,9,10,9,turn_trim
A0003,215,2024-06-18,0,B3-1,2,8,9,7,turn_trim
A0003,215,2024-06-19,0,A1-2,8,13,16,6,straight_trim_dir
A0003,215,2024-06-19,1,A1-1,1,7,8,7,straight_trim_dir
A0003,217,2024-06-17,0,C,0,1,2,2,short
A0003,217,2024-06-17,1,C,0,0,1,1,short
A0003,217,2024-06-19,0,A3-1,0,6,7,7,turn_trim
A0003,217,2024-06-19,1,B3-1,0,3,4,4,short
A0003,218,2024-06-19,0,A1-2,0,10,11,11,straight_trim_dir
A0003,219,2024-06-17,0,A1-2,0,6,7,7,straight_trim_dir
A0003,219,2024-06-18,0,A1-2,0,12,13,13,straight_trim_dir
A0003,219,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,219,2024-06-21,0,A1-2,0,8,9,9,straight_trim_dir
A0003,221,2024-06-19,0,A1-2,0,3,4,4,short
A0003,223,2024-06-19,0,C,0,0,1,1,short
A0003,224,2024-06-19,0,A3-2,0,6,7,7,turn_trim
A0003,226,2024-06-19,0,A1-2,0,13,14,14,straight_trim_dir
A0003,226,2024-06-19,1,A1-1,0,8,9,9,straight_trim_dir
A0003,233,2024-06-19,0,A1-1,0,10,11,11,straight_trim_dir
A0003,233,2024-06-20,0,A3-2,0,10,11,11,turn_trim
A0003,235,2024-06-19,0,A1-2,0,3,4,4,short
A0003,236,2024-06-19,0,A1-1,0,10,11,11,straight_trim_dir
A0003,237,2024-06-18,0,A1-2,0,19,20,20,straight_trim_dir
A0003,237,2024-06-19,0,A1-2,0,16,17,17,straight_trim_dir
A0003,237,2024-06-20,0,A1-2,0,9,10,10,straight_trim_dir
A0003,240,2024-06-19,0,A1-2,0,9,10,10,straight_trim_dir
A0003,241,2024-06-17,0,B1-1,0,45,46,46,straight_trim_dir
A0003,241,2024-06-19,0,B1-1,0,69,70,70,straight_trim_dir
A0003,241,2024-06-20,0,B1-1,0,52,53,53,straight_trim_dir
A0003,246,2024-06-19,0,A1-2,0,19,20,20,straight_trim_dir
A0003,248,2024-06-17,0,B2-1,0,6,7,7,turn_trim
A0003,248,2024-06-19,0,B2-1,0,9,10,10,turn_trim
A0003,248,2024-06-20,0,B2-1,0,7,8,8,turn_trim
A0003,248,2024-06-21,0,B2-1,0,9,10,10,turn_trim
A0003,249,2024-06-19,0,B2-1,0,5,6,6,turn_trim
A0003,251,2024-06-19,0,A1-1,0,11,12,12,straight_trim_dir
A0003,252,2024-06-19,0,U,0,8,9,9,skip_label
A0003,254,2024-06-19,0,A1-1,0,9,10,10,straight_trim_dir
A0003,256,2024-06-18,0,A1-2,0,18,19,19,straight_trim_dir
A0003,256,2024-06-19,0,A1-2,0,17,18,18,straight_trim_dir
A0003,256,2024-06-20,0,A1-2,0,16,17,17,straight_trim_dir
A0003,256,2024-06-21,0,A2-2,8,21,22,14,turn_trim
A0003,258,2024-06-19,0,A1-1,0,6,7,7,straight_trim_dir
A0003,259,2024-06-19,0,A2-1,3,9,10,7,turn_trim
A0003,259,2024-06-19,1,A1-2,0,15,16,16,straight_trim_dir
A0003,261,2024-06-19,0,A1-2,0,14,15,15,straight_trim_dir
A0003,262,2024-06-19,0,A2-1,2,7,8,6,turn_trim
A0003,266,2024-06-19,0,A1-2,0,13,14,14,straight_trim_dir
A0003,266,2024-06-19,1,A1-1,0,10,11,11,straight_trim_dir
A0003,267,2024-06-19,0,A1-2,0,14,15,15,straight_trim_dir
A0003,268,2024-06-19,0,A2-1,3,8,9,6,turn_trim
A0003,269,2024-06-17,0,B2-1,0,5,6,6,turn_trim
A0003,269,2024-06-18,0,B2-1,0,3,4,4,short
A0003,269,2024-06-19,0,B2-1,0,7,8,8,turn_trim
A0003,269,2024-06-20,0,B2-1,0,2,3,3,short
A0003,269,2024-06-21,0,B2-1,0,5,6,6,turn_trim
A0003,272,2024-06-19,0,A1-1,0,8,9,9,straight_trim_dir
A0003,273,2024-06-19,0,A1-2,0,10,11,11,straight_trim_dir
A0003,275,2024-06-19,0,A1-2,0,101,102,102,straight_trim_dir
A0003,276,2024-06-21,0,C,0,6,7,7,skip_label
A0003,276,2024-06-21,1,B3-1,3,10,11,8,turn_trim
A0003,277,2024-06-19,0,A3-2,0,8,9,9,turn_trim
A0003,280,2024-06-19,0,B3-1,7,13,14,7,turn_trim
A0003,285,2024-06-19,0,A1-2,0,4,5,5,straight_trim_dir
A0003,287,2024-06-19,0,B2-2,0,10,11,11,turn_trim
A0003,287,2024-06-19,1,A2-2,2,10,11,9,turn_trim
A0003,287,2024-06-19,2,A1-1,0,9,10,10,straight_trim_dir
A0003,287,2024-06-20,0,B2-1,2,11,12,10,turn_trim
A0003,288,2024-06-19,0,A1-1,0,12,13,13,straight_trim_dir
A0003,290,2024-06-18,0,A3-2,0,8,9,9,turn_trim
A0003,290,2024-06-19,0,A3-2,0,11,12,12,turn_trim
A0003,290,2024-06-20,0,A3-2,0,8,9,9,turn_trim
A0003,292,2024-06-19,0,A1-1,0,5,6,6,straight_trim_dir
A0003,293,2024-06-17,0,A2-2,3,4,5,2,turn_trim
A0003,293,2024-06-18,0,A2-2,1,4,5,4,turn_trim
A0003,293,2024-06-19,0,A2-2,1,4,5,4,turn_trim
A0003,293,2024-06-21,0,A2-2,0,2,3,3,short
A0003,294,2024-06-17,0,A2-1,2,8,9,7,turn_trim
A0003,294,2024-06-18,0,A2-1,3,8,9,6,turn_trim
A0003,294,2024-06-19,0,A2-1,2,7,8,6,turn_trim
A0003,294,2024-06-20,0,A2-1,3,9,10,7,turn_trim
A0003,294,2024-06-21,0,A2-1,3,9,10,7,turn_trim
A0003,296,2024-06-19,0,A1-1,0,7,10,8,straight_trim_dir
A0003,296,2024-06-19,1,B3-1,3,7,8,5,turn_trim
A0003,297,2024-06-20,0,A1-2,0,12,13,13,straight_trim_dir
A0003,300,2024-06-19,0,A3-2,0,19,20,20,turn_trim
A0003,300,2024-06-20,0,B2-1,0,17,18,18,turn_trim
A0003,301,2024-06-18,0,A1-2,0,14,15,15,straight_trim_dir
A0003,301,2024-06-19,0,A1-2,0,11,12,12,straight_trim_dir
A0003,301,2024-06-20,0,A1-2,0,11,12,12,straight_trim_dir
A0003,301,2024-06-21,0,A1-2,0,10,11,11,straight_trim_dir
A0003,302,2024-06-19,0,A1-1,0,10,11,11,straight_trim_dir
A0003,304,2024-06-19,0,A1-2,0,14,15,15,straight_trim_dir
A0003,306,2024-06-17,0,B1-1,0,2,3,3,short
A0003,306,2024-06-18,0,B1-1,0,6,7,7,straight_trim_dir
A0003,306,2024-06-19,0,B1-1,0,10,11,11,straight_trim_dir
A0003,306,2024-06-20,0,B1-1,0,6,7,7,straight_trim_dir
A0003,306,2024-06-21,0,B1-1,0,2,3,3,short
A0003,307,2024-06-19,0,A3-2,0,7,8,8,turn_trim
A0003,307,2024-06-20,0,A3-2,0,7,8,8,turn_trim
A0003,309,2024-06-19,0,A1-1,0,10,11,11,straight_trim_dir
A0003,310,2024-06-20,0,A1-2,0,16,17,17,straight_trim_dir
A0003,311,2024-06-19,0,B2-1,0,8,9,9,turn_trim
A0003,311,2024-06-20,0,B2-1,0,15,16,16,turn_trim
A0003,312,2024-06-17,0,B2-1,0,4,5,5,turn_trim
A0003,312,2024-06-18,0,B2-1,0,6,7,7,turn_trim
A0003,312,2024-06-19,0,B2-1,0,4,5,5,turn_trim
A0003,313,2024-06-17,0,A1-2,0,4,5,5,straight_trim_dir
A0003,313,2024-06-19,0,A1-2,0,4,5,5,straight_trim_dir
A0003,314,2024-06-19,0,A1-2,0,13,14,14,straight_trim_dir
A0003,316,2024-06-17,0,B2-1,0,12,13,13,turn_trim
A0003,316,2024-06-19,0,B2-1,0,11,12,12,turn_trim
A0003,316,2024-06-21,0,B2-1,0,13,14,14,turn_trim
A0003,318,2024-06-17,0,A1-1,0,3,4,4,short
A0003,318,2024-06-18,0,A1-1,0,5,6,6,straight_trim_dir
A0003,318,2024-06-19,0,A1-1,0,4,5,5,straight_trim_dir
A0003,320,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,321,2024-06-19,1,C,0,8,9,9,skip_label
A0003,321,2024-06-19,2,B3-1,1,10,11,10,turn_trim
A0003,322,2024-06-19,0,A1-1,0,6,7,7,straight_trim_dir
A0003,323,2024-06-19,0,A1-2,0,3,4,4,short
A0003,327,2024-06-18,0,A1-1,0,3,4,4,short
A0003,327,2024-06-19,0,A1-1,0,4,5,5,straight_trim_dir
A0003,327,2024-06-20,0,A1-1,0,3,4,4,short
A0003,328,2024-06-19,0,A1-1,0,15,16,16,straight_trim_dir
A0003,331,2024-06-19,0,A1-1,0,4,5,5,straight_trim_dir
A0003,332,2024-06-18,0,B3-2,0,2,3,3,short
A0003,332,2024-06-19,0,B3-1,2,4,5,3,turn_trim
A0003,333,2024-06-19,0,A2-1,3,8,9,6,turn_trim
A0003,335,2024-06-19,0,A1-1,0,6,7,7,straight_trim_dir
A0003,336,2024-06-19,0,B2-1,0,21,22,22,turn_trim
A0003,338,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,338,2024-06-19,2,A1-1,0,10,11,11,straight_trim_dir
A0003,340,2024-06-17,0,A1-1,0,9,10,10,straight_trim_dir
A0003,340,2024-06-18,0,A1-1,0,10,11,11,straight_trim_dir
A0003,340,2024-06-19,0,A1-1,0,9,10,10,straight_trim_dir
A0003,340,2024-06-20,0,A1-1,0,9,10,10,straight_trim_dir
A0003,340,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,342,2024-06-19,0,A1-2,0,4,5,5,straight_trim_dir
A0003,342,2024-06-20,0,A2-1,1,6,7,6,turn_trim
A0003,342,2024-06-21,0,A1-2,0,5,6,6,straight_trim_dir
A0003,343,2024-06-17,0,A1-1,0,3,4,4,short
A0003,343,2024-06-18,0,A1-1,0,2,3,3,short
A0003,343,2024-06-19,0,A1-1,0,1,2,2,short
A0003,343,2024-06-20,0,A1-1,0,2,3,3,short
A0003,344,2024-06-19,0,A2-1,3,10,11,8,turn_trim
A0003,345,2024-06-17,0,A1-1,0,8,9,9,straight_trim_dir
A0003,345,2024-06-18,0,A1-1,0,11,12,12,straight_trim_dir
A0003,345,2024-06-19,0,A1-1,0,8,9,9,straight_trim_dir
A0003,345,2024-06-20,0,A1-1,0,8,9,9,straight_trim_dir
A0003,346,2024-06-17,0,A1-1,0,2,3,3,short
A0003,346,2024-06-18,0,A1-1,0,3,4,4,short
A0003,346,2024-06-19,0,A1-1,0,3,4,4,short
A0003,346,2024-06-20,0,A1-1,0,3,4,4,short
A0003,346,2024-06-21,0,A1-1,0,2,3,3,short
A0003,347,2024-06-17,0,A1-2,0,3,4,4,short
A0003,347,2024-06-18,0,A1-2,0,3,4,4,short
A0003,347,2024-06-19,0,A1-2,0,4,5,5,straight_trim_dir
A0003,347,2024-06-20,0,A1-2,0,3,4,4,short
A0003,347,2024-06-21,0,A1-2,0,3,4,4,short
A0003,350,2024-06-19,0,A1-2,0,5,6,6,straight_trim_dir
A0003,352,2024-06-18,0,B3-2,4,8,9,5,turn_trim
A0003,352,2024-06-19,0,B1-1,0,8,9,9,straight_trim_dir
A0003,353,2024-06-17,0,A1-2,0,4,5,5,straight_trim_dir
A0003,353,2024-06-19,0,A1-2,0,4,5,5,straight_trim_dir
A0003,353,2024-06-20,0,A1-2,0,4,5,5,straight_trim_dir
A0003,358,2024-06-19,0,A1-1,0,14,15,15,straight_trim_dir
A0003,359,2024-06-20,1,B3-1,6,12,13,7,turn_trim
A0003,360,2024-06-17,0,A1-2,0,11,12,12,straight_trim_dir
A0003,360,2024-06-18,0,A1-2,0,10,11,11,straight_trim_dir
A0003,360,2024-06-19,0,A1-2,0,11,12,12,straight_trim_dir
A0003,360,2024-06-21,0,A1-2,0,12,13,13,straight_trim_dir
A0003,362,2024-06-19,0,A1-2,0,13,14,14,straight_trim_dir
